cust_id,cltv_profit,age,income_annual_inr,credit_score,pd_12m,lgd_pct,ead_factor,avg_bal_12m_td,avg_bal_12m_savings,avg_bal_12m_current_ac,num_products,num_distinct_products,own_cnt_prod_P001,own_cnt_prod_P002,own_cnt_prod_P003,own_cnt_prod_P004,own_cnt_prod_P005,own_cnt_family_CREDIT_CARD,own_cnt_family_DEPOSIT_CURRENT,own_cnt_family_DEPOSIT_SAVINGS,own_cnt_family_OVERDRAFT,own_cnt_family_TERM_LOAN,has_any_product,has_loan_product,cbs_num_accounts,cbs_total_sanct_lim,cbs_total_clr_bal_amt,cbs_loan_acct_cnt,cbs_any_overdue,cbs_any_npa,cbs_max_dpd_days,cbs_txn_cnt_30d,cbs_txn_sum_30d,cbs_txn_avg_30d,cbs_txn_cnt_90d,cbs_txn_sum_90d,cbs_txn_avg_90d,cbs_txn_cnt_365d,cbs_txn_sum_365d,cbs_txn_avg_365d,cbs_txn_recency_days,cbs_emi_txn_cnt_365d,num_leads,num_distinct_lead_products,lead_recency_days,lead_cnt_prod_P001,lead_cnt_prod_P002,lead_cnt_prod_P003,lead_cnt_prod_P004,lead_cnt_prod_P005,total_balance_all_banks,anchor_balance,competitor_balance,aa_num_accounts,aa_num_anchor_accounts,aa_num_comp_accounts,aa_txn_count_total,aa_txn_count_90d,aa_avg_txn_amount,aa_digital_usage_ratio,aa_avg_monthly_inflows,aa_avg_monthly_outflows
C00060,2458,53,133640.51,722,0.01,0.4,0.7,0.0,292.52,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,292.52,0,0,0,0.0,,,,,,,40.0,34594.402500000004,864.8600625000001,137,10.0,1.0,1.0,376.0,0.0,0.0,0.0,1.0,0.0,5494.27,292.52,5201.750000000001,5.0,1.0,4.0,200.0,18.0,926.80885,0.705,6913.241666666668,8533.5725
C00061,536,35,1914902.11,751,0.01,0.4,0.7,0.0,120.19,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,120.19,0,0,0,0.0,,,,,,,43.0,39268.0925,913.211453488372,134,8.0,1.0,1.0,1849.0,0.0,1.0,0.0,0.0,0.0,120.19,120.19,0.0,1.0,1.0,0.0,64.0,15.0,880.9278125,0.84375,0.0,4698.281666666667
C00062,73,64,129117.88,656,0.04,0.5,0.8,0.0,193.96,99.73,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,293.69,0,0,0,0.0,,,,,,,73.0,150222.59893253868,2057.8438209936803,165,17.0,1.0,1.0,769.0,0.0,0.0,1.0,0.0,0.0,293.69,293.69,0.0,2.0,2.0,0.0,,,,,,
C00063,454,28,122061.29,638,0.04,0.5,0.8,0.0,242.67,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,242.67,0,0,0,0.0,,,,,,,35.0,30343.783,866.9652285714286,134,8.0,1.0,1.0,91.0,0.0,0.0,1.0,0.0,0.0,17199.940000000002,242.67,16957.27,6.0,1.0,5.0,223.0,7.0,1111.9439013452914,0.672645739910314,7249.0075,13414.616666666669
C00064,211,55,200000.0,493,0.1,0.6,0.9,564.53,155.41,0.0,3,3,0,1,1,0,1,1,0,1,0,1,1,1,3,600000.0,4772.52,2,0,0,0.0,,,,10.0,34046.69351384188,3404.669351384188,149.0,325032.42402024905,2181.42566456543,50,25.0,1.0,1.0,1702.0,0.0,0.0,0.0,0.0,1.0,13130.12,4772.52,8357.6,5.0,3.0,2.0,101.0,0.0,1052.8271287128712,0.6336633663366337,2978.6358333333337,5882.659166666667
C00065,80,31,714225.73,772,0.01,0.4,0.7,0.0,64.85,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,200000.0,6100.150000000001,1,0,0,0.0,,,,1.0,919.4983268670768,919.4983268670768,81.0,76364.59458008147,942.7727725935983,81,17.0,1.0,1.0,1244.0,0.0,0.0,1.0,0.0,0.0,6100.150000000001,6100.150000000001,0.0,2.0,2.0,0.0,,,,,,
C00066,528,26,154949.59,611,0.04,0.5,0.8,560.69,282.4,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,282.4,0,0,0,0.0,,,,,,,43.0,34859.8505,810.6941976744187,132,12.0,1.0,1.0,1811.0,0.0,0.0,0.0,0.0,1.0,1219.9,282.4,937.5,7.0,1.0,6.0,314.0,12.0,1382.948025477707,0.7070063694267515,15145.05,21042.09
C00067,1882,40,156423.82,679,0.04,0.5,0.8,0.0,56.04,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,56.04,0,0,0,0.0,,,,,,,40.0,36048.218,901.20545,137,7.0,1.0,1.0,1432.0,0.0,0.0,1.0,0.0,0.0,56.04,56.04,0.0,1.0,1.0,0.0,67.0,15.0,907.0823880597014,0.8208955223880597,0.0,5064.543333333333
C00068,3255,47,510932.64,621,0.04,0.5,0.8,273.02,27.18,529.67,3,3,1,0,1,0,1,0,1,1,0,1,1,1,3,100000.0,824.6299999999999,1,0,0,0.0,,,,,,,108.0,283184.89,2622.082314814815,132,16.0,1.0,1.0,1784.0,0.0,0.0,1.0,0.0,0.0,846.09,824.63,21.46,4.0,3.0,1.0,211.0,42.0,2243.3696208530805,0.7914691943127962,3176.9725,36268.943333333336
C00069,1777,41,165295.61,629,0.04,0.5,0.8,0.0,174.97,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,50000.0,8071.06,1,0,0,0.0,,,,,,,63.0,115196.6965,1828.518992063492,135,20.0,1.0,1.0,1548.0,0.0,1.0,0.0,0.0,0.0,9138.36,8071.06,1067.3,3.0,2.0,1.0,166.0,30.0,1549.5538554216866,0.7168674698795181,5072.038333333333,16363.456666666669
C00070,2335,41,361595.72,714,0.01,0.4,0.7,571.6,0.0,102.11,2,2,1,0,0,1,0,0,1,0,1,0,1,0,2,50000.0,15817.02,1,0,0,0.0,,,,,,,84.0,222698.793,2651.1761071428573,133,15.0,1.0,1.0,1715.0,0.0,1.0,0.0,0.0,0.0,16100.53,15817.02,283.51,3.0,2.0,1.0,195.0,33.0,2233.2691794871794,0.7487179487179487,2984.0108333333333,33306.613333333335
C00071,1050,36,148905.98,540,0.1,0.6,0.9,0.0,303.0,357.49,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,660.49,0,0,0,0.0,,,,,,,80.0,179503.80250000002,2243.79753125,133,16.0,1.0,1.0,2016.0,0.0,0.0,1.0,0.0,0.0,1318.29,660.49,657.8000000000001,4.0,2.0,2.0,200.0,29.0,1855.5125,0.755,3431.290833333334,27493.9175
C00072,381,63,145467.08,662,0.04,0.5,0.8,582.75,160.4,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,1000000.0,4295.0199999999995,1,0,0,0.0,,,,,,,87.0,142106.2775,1633.4054885057471,138,22.0,1.0,1.0,258.0,0.0,1.0,0.0,0.0,0.0,7230.859999999999,4295.0199999999995,2935.8399999999997,5.0,2.0,3.0,257.0,38.0,1336.2041634241243,0.7626459143968871,5635.134999999999,22981.904166666664
C00073,1223,51,483761.02,708,0.01,0.4,0.7,0.0,736.43,136.19,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,872.6199999999999,0,0,0,0.0,,,,,,,89.0,245677.6075,2760.4225561797753,132,17.0,1.0,1.0,149.0,0.0,1.0,0.0,0.0,0.0,1261.13,872.6199999999999,388.51,5.0,2.0,3.0,276.0,30.0,1827.990036231884,0.75,7469.2375,34574.53333333333
C00074,1047,65,506831.13,705,0.01,0.4,0.7,0.0,27.93,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,27.93,0,0,0,0.0,,,,,,,44.0,36545.9705,830.5902386363637,145,9.0,1.0,1.0,989.0,0.0,0.0,1.0,0.0,0.0,527.4499999999999,27.93,499.52,2.0,1.0,1.0,116.0,14.0,1114.7387068965518,0.7758620689655172,3214.9275,7560.88
C00075,28,56,415910.57,646,0.04,0.5,0.8,1477.67,49.76,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,49.76,0,0,0,0.0,,,,,,,30.0,30949.287143584417,1031.642904786147,188,7.0,1.0,1.0,1899.0,0.0,0.0,1.0,0.0,0.0,1020.37,49.76,970.61,3.0,1.0,2.0,79.0,0.0,1297.059493670886,0.7088607594936709,6440.645,2098.33
C00076,786,63,117275.91,665,0.04,0.5,0.8,0.0,26.81,1489.13,3,3,1,0,0,1,1,0,1,1,1,0,1,0,3,50000.0,9186.95,1,0,0,0.0,,,,,,,106.0,168428.87160545815,1588.951618919417,111,15.0,1.0,1.0,351.0,0.0,0.0,0.0,1.0,0.0,9186.95,9186.95,0.0,3.0,3.0,0.0,,,,,,
C00077,2892,60,141679.63,733,0.01,0.4,0.7,0.0,133.14,1269.16,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,1402.3000000000002,0,0,0,0.0,,,,,,,85.0,178727.402,2102.675317647059,132,19.0,1.0,1.0,1729.0,0.0,0.0,1.0,0.0,0.0,1586.07,1402.3,183.77,3.0,2.0,1.0,173.0,30.0,1809.168323699422,0.7341040462427746,1784.3324999999998,24297.844166666662
C00078,2026,40,96152.12,627,0.04,0.5,0.8,0.0,104.23,130.42,3,3,1,0,0,1,1,0,1,1,1,0,1,0,3,100000.0,6807.87,1,0,0,0.0,,,,,,,108.0,234858.0035,2174.611143518519,133,21.0,1.0,1.0,138.0,0.0,0.0,0.0,1.0,0.0,12194.81,6807.87,5386.9400000000005,7.0,3.0,4.0,346.0,39.0,1648.0106647398843,0.7109826589595376,9548.34,37969.300833333335
C00079,1319,66,549904.76,710,0.01,0.4,0.7,0.0,101.2,67.41,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,168.61,0,0,0,0.0,,,,,,,86.0,177086.601,2059.146523255814,135,19.0,1.0,1.0,868.0,0.0,0.0,1.0,0.0,0.0,548.75,168.61,380.14,4.0,2.0,2.0,211.0,37.0,1697.4807582938388,0.7582938388625592,5320.590833333334,24526.779166666664
C00080,40,46,126118.22,608,0.04,0.5,0.8,2211.76,241.24,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,241.24,0,0,0,0.0,,,,,,,,,,480,,1.0,1.0,1378.0,0.0,0.0,1.0,0.0,0.0,14039.32,241.24,13798.08,4.0,1.0,3.0,147.0,0.0,1552.0961904761905,0.6870748299319728,9614.63,9398.548333333334
C00081,464,36,613694.17,685,0.04,0.5,0.8,543.99,114.16,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,114.16,0,0,0,0.0,,,,,,,47.0,33871.365,720.6673404255318,142,13.0,1.0,1.0,1171.0,0.0,0.0,1.0,0.0,0.0,304.38,114.16,190.22,2.0,1.0,1.0,101.0,12.0,881.0515841584157,0.693069306930693,1261.2516666666668,6154.265833333334
C00082,476,51,200000.0,561,0.1,0.6,0.9,0.0,43.67,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,43.67,0,0,0,0.0,,,,,,,45.0,34821.422,773.8093777777777,138,9.0,1.0,1.0,1989.0,0.0,1.0,0.0,0.0,0.0,4307.780000000001,43.67,4264.110000000001,3.0,1.0,2.0,131.0,16.0,927.764427480916,0.7938931297709924,1414.3108333333332,8713.784166666666
C00083,47,54,200000.0,687,0.04,0.5,0.8,0.0,211.03,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,211.03,0,0,0,0.0,,,,,,,40.0,29737.399,743.434975,139,7.0,1.0,1.0,548.0,0.0,0.0,0.0,0.0,1.0,12813.71,211.03,12602.68,2.0,1.0,1.0,87.0,13.0,1257.3440229885057,0.7586206896551724,3514.1758333333332,5601.568333333334
C00084,1674,23,200000.0,800,0.01,0.4,0.7,350.17,240.32,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,100000.0,3003.92,1,0,0,0.0,,,,,,,82.0,146004.0205,1780.536835365854,136,18.0,1.0,1.0,381.0,0.0,0.0,0.0,1.0,0.0,20377.6,3003.92,17373.68,5.0,2.0,3.0,218.0,24.0,1465.5251834862386,0.7522935779816514,4409.431666666666,22214.275833333333
C00085,961,35,118121.48,701,0.01,0.4,0.7,0.0,92.2,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,92.2,0,0,0,0.0,,,,,,,46.0,37944.2555,824.8751195652173,134,8.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,4142.9400000000005,92.2,4050.74,4.0,1.0,3.0,187.0,16.0,1373.578449197861,0.7219251336898396,11716.033333333333,9688.8975
C00086,2789,45,143430.05,671,0.04,0.5,0.8,0.0,0.0,159.3,2,2,1,0,0,1,0,0,1,0,1,0,1,0,2,1000000.0,6412.38,1,0,0,0.0,,,,,,,78.0,248557.2795,3186.6317884615387,138,20.0,1.0,1.0,1155.0,0.0,0.0,0.0,1.0,0.0,6412.38,6412.38,0.0,2.0,2.0,0.0,102.0,29.0,2926.1235294117646,0.7647058823529411,0.0,24872.05
C00087,383,67,957058.91,659,0.04,0.5,0.8,0.0,0.0,68.54,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,68.54,0,0,0,0.0,,,,,,,52.0,177273.8915,3409.113298076923,133,9.0,1.0,1.0,348.0,0.0,0.0,0.0,1.0,0.0,447.47,68.54,378.93,4.0,1.0,3.0,201.0,24.0,2156.8147263681594,0.7164179104477612,9131.47,26995.176666666663
C00088,5483,24,699615.55,765,0.01,0.4,0.7,0.0,207.36,0.0,3,3,0,0,1,1,1,0,0,1,1,1,1,1,3,250000.0,21399.94,2,0,0,0.0,,,,,,,73.0,168875.10150000002,2313.3575547945206,134,17.0,1.0,1.0,1386.0,0.0,0.0,1.0,0.0,0.0,22764.710000000003,21399.94,1364.77,6.0,3.0,3.0,251.0,32.0,1899.119920318725,0.7330677290836654,7510.889166666667,32212.369166666667
C00089,660,61,694044.25,697,0.04,0.5,0.8,0.0,96.66,31.56,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,128.22,0,0,0,0.0,,,,,,,106.0,257440.257,2428.6816698113207,135,21.0,1.0,1.0,346.0,0.0,0.0,0.0,1.0,0.0,769.83,128.22,641.61,5.0,2.0,3.0,257.0,41.0,2336.83280155642,0.7354085603112841,9930.1,40117.06916666667
C00090,625,26,200000.0,778,0.01,0.4,0.7,572.12,47.24,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,47.24,0,0,0,0.0,,,,,,,42.0,36496.996,868.9760952380952,136,4.0,1.0,1.0,1530.0,0.0,1.0,0.0,0.0,0.0,2899.2,47.24,2851.96,3.0,1.0,2.0,122.0,18.0,1140.845737704918,0.7459016393442623,4104.570833333333,7494.0275
C00091,315,40,114723.24,646,0.04,0.5,0.8,391.31,0.0,421.83,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,421.83,0,0,0,0.0,,,,,,,50.0,154275.6445,3085.51289,136,8.0,1.0,1.0,1124.0,1.0,0.0,0.0,0.0,0.0,421.83,421.83,0.0,1.0,1.0,0.0,72.0,21.0,3009.5987499999997,0.8333333333333334,0.0,18057.5925
C00092,598,34,614357.53,721,0.01,0.4,0.7,0.0,105.16,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,200000.0,2791.2799999999997,1,0,0,0.0,,,,,,,94.0,161903.9515,1722.3824627659574,135,17.0,1.0,1.0,1765.0,0.0,0.0,1.0,0.0,0.0,7860.219999999999,2791.2799999999997,5068.94,5.0,2.0,3.0,256.0,38.0,1587.84265625,0.79296875,6854.134999999999,27019.841666666664
C00093,182,59,174054.04,618,0.04,0.5,0.8,0.0,0.0,108.47,2,2,1,0,1,0,0,0,1,0,0,1,1,1,2,100000.0,3894.5,1,0,0,0.0,,,,,,,62.0,239029.9335,3855.321508064517,136,9.0,1.0,1.0,1781.0,0.0,0.0,0.0,1.0,0.0,4484.44,3894.5,589.9399999999999,5.0,2.0,3.0,194.0,24.0,2338.053556701031,0.7525773195876289,5419.740833333333,32378.791666666668
C00094,3879,32,4000000.0,788,0.01,0.4,0.7,0.0,138.72,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,200000.0,9875.95,1,0,0,0.0,,,,,,,89.0,149796.8655,1683.110848314607,133,22.0,1.0,1.0,693.0,0.0,0.0,1.0,0.0,0.0,30976.9,9875.95,21100.949999999997,5.0,2.0,3.0,229.0,32.0,1336.026331877729,0.7336244541484717,4617.158333333334,20878.6775
C00095,3324,49,180651.42,583,0.1,0.6,0.9,356.07,74.2,160.87,3,3,1,0,1,0,1,0,1,1,0,1,1,1,3,300000.0,3267.7,1,0,0,0.0,,,,,,,111.0,263627.6375,2375.023761261262,132,27.0,1.0,1.0,736.0,0.0,0.0,0.0,1.0,0.0,3888.47,3267.7,620.77,6.0,3.0,3.0,247.0,42.0,2137.623036437247,0.7368421052631579,4754.9275,39244.48
C00096,900,66,133092.66,605,0.04,0.5,0.8,0.0,110.63,0.0,3,3,0,0,1,1,1,0,0,1,1,1,1,1,3,550000.0,13280.429999999998,2,0,0,0.0,,,,1.0,758.2507618617165,758.2507618617165,112.0,104487.84483585416,932.927186034412,88,21.0,1.0,1.0,1416.0,0.0,0.0,1.0,0.0,0.0,20272.52,13280.429999999998,6992.09,8.0,3.0,5.0,172.0,0.0,1382.0941279069768,0.686046511627907,9789.916666666666,10020.099166666669
C00097,2809,28,162047.48,571,0.1,0.6,0.9,574.66,434.71,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,434.71,0,0,0,0.0,,,,,,,37.0,33199.887,897.2942432432433,135,7.0,1.0,1.0,453.0,0.0,0.0,0.0,1.0,0.0,1109.14,434.71,674.43,2.0,1.0,1.0,99.0,13.0,1232.3380808080808,0.7171717171717171,2209.233333333333,7957.555833333333
C00098,1383,64,80771.71,622,0.04,0.5,0.8,0.0,433.27,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,1000000.0,14505.71,1,0,0,0.0,,,,,,,91.0,127612.692,1402.3372747252747,135,21.0,1.0,1.0,590.0,0.0,0.0,0.0,0.0,1.0,29227.620000000003,14505.71,14721.91,5.0,2.0,3.0,259.0,37.0,1313.254555984556,0.7567567567567568,7851.433333333333,20492.9775
C00099,419,61,198257.32,589,0.1,0.6,0.9,288.45,33.62,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,33.62,0,0,0,0.0,,,,,,,42.0,36179.299,861.4118809523809,136,9.0,1.0,1.0,923.0,0.0,0.0,1.0,0.0,0.0,2874.05,33.62,2840.43,6.0,1.0,5.0,247.0,16.0,1393.8536032388663,0.6720647773279352,16454.879166666666,12235.274166666668
C00100,39,20,194913.42,520,0.1,0.6,0.9,915.17,127.69,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,127.69,0,0,0,0.0,,,,,,,31.0,56307.152065367365,1816.3597440441083,130,6.0,1.0,1.0,1471.0,0.0,0.0,0.0,1.0,0.0,127.69,127.69,0.0,1.0,1.0,0.0,,,,,,
C00101,925,27,494845.74,680,0.04,0.5,0.8,0.0,48.34,114.92,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,163.26,0,0,0,0.0,,,,,,,84.0,166966.283,1987.6938452380953,132,29.0,1.0,1.0,978.0,0.0,0.0,1.0,0.0,0.0,163.26,163.26,0.0,2.0,2.0,0.0,127.0,29.0,2102.614330708662,0.7322834645669292,0.0,22252.668333333335
C00102,1,56,72257.57,736,0.01,0.4,0.7,0.0,36.37,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,36.37,0,0,0,0.0,,,,,,,37.0,37714.0055,1019.297445945946,134,6.0,1.0,1.0,136.0,0.0,0.0,1.0,0.0,0.0,47303.39,36.37,47267.02,4.0,1.0,3.0,189.0,10.0,1245.742328042328,0.671957671957672,8729.2575,10891.184166666666
C00103,12,43,86219.86,627,0.04,0.5,0.8,0.0,72.78,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,200000.0,11315.55,1,0,0,0.0,,,,,,,54.0,107504.45182582556,1990.8231819597324,132,8.0,1.0,1.0,1450.0,0.0,0.0,1.0,0.0,0.0,13872.12,11315.55,2556.5699999999997,5.0,2.0,3.0,129.0,0.0,1222.038449612403,0.6589147286821705,5670.28,7466.633333333334
C00104,733,51,398252.35,686,0.04,0.5,0.8,0.0,57.95,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,200000.0,1642.34,1,0,0,0.0,,,,,,,75.0,161287.26200000002,2150.496826666667,132,11.0,1.0,1.0,1830.0,1.0,0.0,0.0,0.0,0.0,13664.48,1642.34,12022.14,5.0,2.0,3.0,236.0,25.0,1487.1022033898305,0.6991525423728814,4845.3875,24400.95583333333
C00105,63,50,579436.07,645,0.04,0.5,0.8,0.0,273.88,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,273.88,0,0,0,0.0,,,,,,,15.0,85600.40295836757,5706.693530557838,158,1.0,1.0,1.0,1955.0,0.0,0.0,1.0,0.0,0.0,736.5699999999999,273.88,462.69,2.0,1.0,1.0,31.0,0.0,1386.2945161290322,0.6129032258064516,679.1408333333334,2902.1200000000003
C00106,2911,49,2906618.44,750,0.01,0.4,0.7,556.73,74.1,56.72,3,3,1,0,1,0,1,0,1,1,0,1,1,1,3,50000.0,2871.88,1,0,0,0.0,,,,,,,107.0,296892.57300000003,2774.696943925234,134,19.0,1.0,1.0,1486.0,0.0,1.0,0.0,0.0,0.0,3865.09,2871.88,993.21,5.0,3.0,2.0,231.0,48.0,2246.19012987013,0.7489177489177489,4076.775,39162.385
C00107,2542,40,551205.78,669,0.04,0.5,0.8,0.0,133.33,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,100000.0,206.95,1,0,0,0.0,,,,,,,52.0,145802.8725,2803.9013942307693,133,8.0,1.0,1.0,222.0,1.0,0.0,0.0,0.0,0.0,7194.139999999999,206.95,6987.1900000000005,5.0,2.0,3.0,242.0,17.0,1884.899214876033,0.6776859504132231,11508.4475,26503.686666666665
C00108,7040,72,746652.89,767,0.01,0.4,0.7,0.0,111.09,233.52,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,344.61,0,0,0,0.0,,,,,,,67.0,154393.8065,2304.385171641791,133,13.0,1.0,1.0,1009.0,0.0,1.0,0.0,0.0,0.0,344.61,344.61,0.0,2.0,2.0,0.0,114.0,33.0,2251.9683333333332,0.8245614035087719,0.0,21393.699166666665
C00109,244,44,129007.55,573,0.1,0.6,0.9,0.0,204.76,720.79,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,925.55,0,0,0,0.0,,,,,,,78.0,191786.4935,2458.801198717949,133,17.0,1.0,1.0,1223.0,0.0,0.0,1.0,0.0,0.0,4853.7,925.55,3928.15,3.0,2.0,1.0,177.0,32.0,1982.325762711864,0.751412429378531,1234.2941666666668,28005.010833333337
C00110,139,33,616849.59,670,0.04,0.5,0.8,0.0,109.96,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,109.96,0,0,0,0.0,,,,,,,52.0,53391.4705,1026.7590480769231,135,8.0,1.0,1.0,1347.0,0.0,1.0,0.0,0.0,0.0,30157.74,109.96,30047.78,4.0,1.0,3.0,228.0,25.0,1142.9802631578948,0.7543859649122807,7968.708333333333,13747.916666666666
C00111,1715,34,151951.25,724,0.01,0.4,0.7,0.0,160.9,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,500000.0,14517.8,1,0,0,0.0,,,,,,,67.0,87195.355,1301.4232089552238,132,18.0,1.0,1.0,163.0,0.0,0.0,1.0,0.0,0.0,14517.8,14517.8,0.0,2.0,2.0,0.0,97.0,23.0,1374.961030927835,0.7628865979381443,0.0,11114.268333333332
C00112,486,43,912495.19,785,0.01,0.4,0.7,0.0,111.94,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,111.94,0,0,0,0.0,,,,,,,44.0,39862.407,905.9637954545454,142,7.0,1.0,1.0,162.0,0.0,0.0,0.0,1.0,0.0,11579.25,111.94,11467.31,2.0,1.0,1.0,118.0,14.0,1216.4818644067798,0.7542372881355932,2480.9775,9481.094166666668
C00113,6370,33,96449.49,624,0.04,0.5,0.8,713.25,190.45,83.02,3,3,1,1,0,0,1,1,1,1,0,0,1,0,3,300000.0,19469.960000000003,1,0,0,0.0,,,,,,,129.0,288028.2185,2232.7768875968995,133,25.0,1.0,1.0,226.0,0.0,0.0,0.0,1.0,0.0,21093.56,19469.960000000003,1623.6,6.0,3.0,3.0,338.0,40.0,1827.615325443787,0.7366863905325444,7921.281666666667,43556.55
C00114,1677,40,675765.84,665,0.04,0.5,0.8,0.0,205.81,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,100000.0,6742.4400000000005,1,0,0,0.0,,,,,,,61.0,76819.872,1259.3421639344265,132,20.0,1.0,1.0,837.0,0.0,0.0,0.0,0.0,1.0,6984.860000000001,6742.4400000000005,242.42,5.0,2.0,3.0,185.0,28.0,1435.6408648648649,0.7135135135135136,4192.5841666666665,17940.212499999998
C00115,2041,74,129200.64,716,0.01,0.4,0.7,526.77,162.87,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,162.87,0,0,0,0.0,,,,,,,48.0,43133.633,898.6173541666667,136,10.0,1.0,1.0,526.0,0.0,0.0,0.0,0.0,1.0,18986.99,162.87,18824.12,4.0,1.0,3.0,165.0,12.0,1037.9489090909092,0.7393939393939394,2901.4233333333336,11370.374166666666
C00116,12,26,786941.8,710,0.01,0.4,0.7,0.0,68.25,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,68.25,0,0,0,0.0,,,,,,,38.0,33519.896,882.1025263157895,135,8.0,1.0,1.0,461.0,0.0,0.0,1.0,0.0,0.0,1606.9199999999998,68.25,1538.6699999999998,7.0,1.0,6.0,287.0,18.0,1079.9375958188157,0.7247386759581882,10850.323333333334,14978.184166666666
C00117,1987,51,162260.51,497,0.1,0.6,0.9,0.0,626.83,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,1000000.0,19530.36,1,0,0,0.0,,,,,,,59.0,80734.1245,1368.374991525424,134,17.0,1.0,1.0,1866.0,0.0,0.0,0.0,1.0,0.0,19756.5,19530.36,226.14,3.0,2.0,1.0,135.0,29.0,1429.596148148148,0.7407407407407407,2792.465833333333,13290.490833333331
C00118,2783,69,200000.0,596,0.1,0.6,0.9,359.87,51.58,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,200000.0,1179.49,1,0,0,0.0,,,,,,,58.0,136652.813,2356.082982758621,149,17.0,1.0,1.0,608.0,0.0,0.0,0.0,1.0,0.0,14179.26,1179.49,12999.77,6.0,2.0,4.0,271.0,19.0,1667.860701107011,0.6678966789667896,6871.482500000001,30794.37166666667
C00119,1147,56,142595.92,664,0.04,0.5,0.8,0.0,168.29,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,168.29,0,0,0,0.0,,,,,,,41.0,32746.2415,798.6888170731708,136,6.0,1.0,1.0,2028.0,0.0,0.0,1.0,0.0,0.0,9733.59,168.29,9565.3,3.0,1.0,2.0,149.0,21.0,1003.9993959731544,0.7718120805369127,3383.1633333333334,9083.1625
C00120,396,70,498201.25,734,0.01,0.4,0.7,0.0,0.0,125.09,3,3,1,1,0,1,0,1,1,0,1,0,1,0,3,600000.0,18051.34,2,0,0,0.0,,,,,,,68.0,206971.80348806927,3043.702992471607,107,22.0,1.0,1.0,732.0,0.0,0.0,1.0,0.0,0.0,18325.34,18051.34,274.0,4.0,3.0,1.0,60.0,0.0,918.5686666666668,0.6333333333333333,1424.1725,3168.6708333333336
