Transaction_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Balance_After,Channel,Merchant_Category,Transaction_Status
TXN000000553,ACCT00000699,CUST000045,2024-08-29 05:09:04,Debit,233.76,,Branch,Groceries,Completed
TXN000000554,ACCT00000276,CUST000245,2025-10-03 17:23:20,Debit,9762.34,,Branch,Healthcare,Completed
TXN000000555,ACCT00000391,CUST000458,2025-02-04 10:11:50,Credit,99888.29,,POS,Dining,Completed
TXN000000556,ACCT00000040,CUST000091,2022-02-17 14:07:24,Debit,3194.17,,Online,Travel,Completed
TXN000000557,ACCT00000555,CUST000464,2022-10-01 06:17:45,Credit,101819.22,,Branch,Travel,Completed
TXN000000558,ACCT00000258,CUST000446,2022-10-11 14:10:56,Credit,32125.71,,POS,Dining,Completed
TXN000000559,ACCT00000404,CUST000430,2022-11-01 15:24:29,Debit,4382.05,,Branch,Dining,Completed
TXN000000560,ACCT00000302,CUST000103,2022-10-16 10:59:00,Debit,2010.26,,Online,Fuel,Completed
TXN000000561,ACCT00000590,CUST000148,2025-08-08 08:52:17,Credit,27423.52,,POS,Entertainment,Completed
TXN000000562,ACCT00000200,CUST000277,2024-04-28 11:08:38,Debit,10713.36,,Branch,Healthcare,Completed
TXN000000563,ACCT00000169,CUST000312,2023-02-10 00:39:34,Debit,856.91,,Branch,Salary,Completed
TXN000000564,ACCT00000546,CUST000356,2025-03-28 22:42:39,Credit,99127.5,,POS,Salary,Completed
TXN000000565,ACCT00000352,CUST000380,2023-08-28 09:49:28,Debit,2704.6,,Mobile App,Salary,Completed
TXN000000566,ACCT00000414,CUST000430,2024-07-04 04:08:36,Debit,2510.94,,Online,E-commerce,Completed
TXN000000567,ACCT00000543,CUST000278,2024-08-02 09:33:19,Credit,65856.0,,ATM,Entertainment,Completed
TXN000000568,ACCT00000517,CUST000292,2022-06-14 23:49:08,Credit,35226.03,,Branch,E-commerce,Completed
TXN000000569,ACCT00000027,CUST000474,2024-09-30 05:56:44,Credit,171504.62,,Mobile App,Travel,Completed
TXN000000570,ACCT00000396,CUST000215,2025-08-13 14:51:17,Credit,106384.17,,ATM,Dining,Completed
TXN000000571,ACCT00000329,CUST000394,2025-03-20 09:16:18,Credit,75898.64,,Branch,Travel,Completed
TXN000000572,ACCT00000230,CUST000293,2022-01-12 19:26:07,Debit,5235.6,,Branch,Dining,Completed
TXN000000573,ACCT00000123,CUST000429,2025-09-25 12:53:39,Debit,6076.91,,ATM,Education,Completed
TXN000000574,ACCT00000614,CUST000082,2024-01-23 06:06:52,Debit,6090.93,,ATM,Entertainment,Failed
TXN000000575,ACCT00000535,CUST000236,2025-07-18 01:24:19,Credit,101914.45,,Mobile App,Entertainment,Completed
TXN000000576,ACCT00000276,CUST000245,2025-05-17 14:00:57,Debit,5459.07,,ATM,E-commerce,Completed
TXN000000577,ACCT00000216,CUST000290,2023-09-05 21:10:21,Credit,79074.25,,ATM,E-commerce,Completed
TXN000000578,ACCT00000301,CUST000219,2023-12-06 18:17:40,Debit,10245.1,,Branch,E-commerce,Completed
TXN000000579,ACCT00000208,CUST000305,2022-06-16 13:32:03,Debit,3323.8,,Online,E-commerce,Completed
TXN000000580,ACCT00000635,CUST000454,2025-10-08 12:09:39,Debit,2754.44,,POS,Education,Completed
TXN000000581,ACCT00000538,CUST000187,2022-06-01 06:30:39,Debit,3366.71,,POS,Education,Completed
TXN000000582,ACCT00000325,CUST000295,2022-03-13 03:15:21,Debit,3719.77,,Mobile App,Travel,Completed
TXN000000583,ACCT00000154,CUST000397,2024-12-18 22:44:16,Debit,5504.52,,Branch,Utilities,Completed
TXN000000584,ACCT00000037,CUST000408,2025-04-20 23:49:06,Credit,41860.12,,Online,Education,Completed
TXN000000585,ACCT00000393,CUST000285,2024-08-14 11:39:33,Debit,1983.73,,Mobile App,Fuel,Completed
TXN000000586,ACCT00000485,CUST000340,2024-05-22 05:42:01,Debit,5715.94,,Mobile App,Salary,Completed
TXN000000587,ACCT00000490,CUST000313,2022-01-11 10:46:59,Credit,75835.46,,Branch,Salary,Failed
TXN000000588,ACCT00000241,CUST000367,2025-08-05 04:46:48,Credit,84228.04,,POS,Salary,Completed
TXN000000589,ACCT00000141,CUST000331,2023-05-30 00:35:36,Credit,24593.41,,POS,Groceries,Completed
TXN000000590,ACCT00000333,CUST000179,2025-09-04 05:32:16,Credit,50345.54,,POS,Fuel,Completed
TXN000000591,ACCT00000453,CUST000362,2023-03-11 05:56:06,Credit,126265.75,,Online,Salary,Completed
TXN000000592,ACCT00000505,CUST000432,2025-01-01 21:22:39,Credit,97307.64,,Mobile App,E-commerce,Completed
TXN000000593,ACCT00000686,CUST000355,2023-03-11 08:45:22,Credit,94928.87,,Mobile App,Healthcare,Completed
TXN000000594,ACCT00000373,CUST000440,2025-05-22 11:29:30,Credit,120605.96,,Mobile App,Travel,Completed
TXN000000595,ACCT00000183,CUST000346,2024-02-19 21:04:42,Debit,1554.29,,Branch,Dining,Pending
TXN000000596,ACCT00000122,CUST000437,2022-05-09 21:38:21,Credit,24696.89,,Branch,Groceries,Completed
TXN000000597,ACCT00000140,CUST000276,2025-08-15 00:04:10,Debit,7436.67,,ATM,Groceries,Completed
TXN000000598,ACCT00000160,CUST000158,2025-05-30 06:36:55,Credit,71961.96,,Branch,Entertainment,Completed
TXN000000599,ACCT00000601,CUST000349,2024-10-02 14:35:10,Debit,1675.71,,ATM,Entertainment,Completed
TXN000000600,ACCT00000135,CUST000147,2024-09-25 07:44:49,Debit,12947.69,,Branch,E-commerce,Pending
TXN000000601,ACCT00000071,CUST000443,2022-11-20 15:37:28,Debit,5538.31,,Branch,E-commerce,Completed
TXN000000602,ACCT00000493,CUST000161,2022-02-22 11:45:23,Debit,3423.7,,POS,Fuel,Completed
TXN000000603,ACCT00000187,CUST000456,2024-11-25 10:36:51,Debit,1549.8,,Branch,Travel,Completed
TXN000000604,ACCT00000292,CUST000081,2025-08-15 04:07:57,Credit,60702.18,,POS,Dining,Completed
TXN000000605,ACCT00000635,CUST000454,2025-01-18 09:54:39,Credit,13474.48,,Online,Education,Completed
TXN000000606,ACCT00000228,CUST000211,2023-10-20 05:16:47,Credit,136337.35,,POS,Travel,Completed
TXN000000607,ACCT00000659,CUST000302,2023-10-05 00:10:29,Debit,4619.79,,ATM,Salary,Completed
TXN000000608,ACCT00000376,CUST000173,2025-08-07 03:47:45,Debit,1166.74,,Branch,Travel,Completed
TXN000000609,ACCT00000215,CUST000080,2022-04-19 02:37:23,Debit,353.78,,Online,Fuel,Failed
TXN000000610,ACCT00000109,CUST000179,2025-02-18 23:04:23,Debit,5442.77,,Online,Utilities,Completed
TXN000000611,ACCT00000130,CUST000471,2022-11-07 23:17:31,Debit,5490.62,,ATM,Travel,Completed
TXN000000612,ACCT00000640,CUST000081,2022-05-24 20:31:50,Debit,4810.86,,POS,Groceries,Completed
TXN000000613,ACCT00000093,CUST000146,2024-03-18 03:44:29,Debit,3448.53,,POS,Travel,Failed
TXN000000614,ACCT00000502,CUST000127,2022-09-06 18:51:16,Debit,809.91,,Mobile App,Education,Completed
TXN000000615,ACCT00000354,CUST000431,2022-02-07 15:11:16,Debit,4629.44,,POS,Healthcare,Completed
TXN000000616,ACCT00000532,CUST000451,2025-01-01 23:48:09,Debit,2595.74,,POS,Salary,Completed
TXN000000617,ACCT00000186,CUST000021,2025-10-29 20:54:02,Credit,147173.92,,POS,Education,Completed
TXN000000618,ACCT00000329,CUST000394,2023-02-09 10:12:12,Credit,67363.85,,Mobile App,Travel,Completed
TXN000000619,ACCT00000496,CUST000190,2022-07-30 18:01:08,Credit,36742.54,,Online,Dining,Completed
TXN000000620,ACCT00000034,CUST000215,2023-05-21 13:04:04,Debit,4862.03,,Mobile App,Utilities,Completed
TXN000000621,ACCT00000524,CUST000009,2025-06-22 15:35:23,Credit,62477.68,,POS,Fuel,Completed
TXN000000622,ACCT00000247,CUST000136,2025-02-07 07:49:43,Debit,2496.46,,POS,Groceries,Completed
TXN000000623,ACCT00000563,CUST000230,2025-09-11 23:48:00,Debit,3752.04,,POS,Utilities,Completed
TXN000000624,ACCT00000661,CUST000461,2023-12-30 05:06:17,Debit,5522.58,,ATM,Education,Completed
TXN000000625,ACCT00000221,CUST000112,2022-11-05 01:56:59,Credit,56198.31,,Online,Dining,Completed
TXN000000626,ACCT00000672,CUST000171,2024-06-23 23:12:11,Debit,3829.39,,ATM,E-commerce,Completed
TXN000000627,ACCT00000187,CUST000456,2022-09-26 00:54:05,Debit,12998.61,,Mobile App,Dining,Completed
TXN000000628,ACCT00000630,CUST000435,2022-11-29 14:10:13,Credit,65118.97,,Online,Utilities,Completed
TXN000000629,ACCT00000438,CUST000356,2025-05-26 19:54:09,Credit,104767.68,,Mobile App,Utilities,Reversed
TXN000000630,ACCT00000656,CUST000071,2023-04-17 00:03:40,Debit,1593.88,,Mobile App,Fuel,Completed
TXN000000631,ACCT00000148,CUST000173,2023-01-03 07:40:15,Debit,746.87,,Branch,E-commerce,Completed
TXN000000632,ACCT00000251,CUST000148,2025-05-11 05:09:50,Debit,9106.52,,Branch,Fuel,Completed
TXN000000633,ACCT00000316,CUST000062,2023-02-19 10:12:52,Credit,338.4,,ATM,Education,Completed
TXN000000634,ACCT00000661,CUST000461,2023-12-21 06:54:51,Credit,115300.55,,Online,Salary,Completed
TXN000000635,ACCT00000403,CUST000079,2023-03-27 06:07:21,Debit,7350.52,,ATM,Dining,Completed
TXN000000636,ACCT00000341,CUST000380,2023-02-10 12:11:57,Credit,110703.89,,Mobile App,Education,Completed
TXN000000637,ACCT00000626,CUST000289,2025-01-16 11:26:01,Debit,2571.37,,Online,Education,Completed
TXN000000638,ACCT00000619,CUST000067,2025-07-05 09:20:48,Credit,36842.42,,ATM,Salary,Completed
TXN000000639,ACCT00000585,CUST000495,2022-09-28 19:30:52,Credit,58718.55,,ATM,Salary,Pending
TXN000000640,ACCT00000057,CUST000118,2023-05-30 08:39:55,Debit,5931.59,,Mobile App,Education,Completed
TXN000000641,ACCT00000540,CUST000098,2024-02-13 03:38:05,Debit,12382.2,,Online,Education,Completed
TXN000000642,ACCT00000335,CUST000120,2022-08-03 19:16:45,Debit,5321.21,,Online,Salary,Completed
TXN000000643,ACCT00000029,CUST000071,2025-06-15 21:30:47,Debit,1993.92,,Online,E-commerce,Completed
TXN000000644,ACCT00000407,CUST000446,2025-02-06 18:39:41,Debit,4151.57,,Mobile App,Entertainment,Pending
TXN000000645,ACCT00000178,CUST000260,2022-02-28 11:57:31,Debit,1554.4,,Branch,Fuel,Completed
TXN000000646,ACCT00000501,CUST000470,2024-07-31 06:56:24,Credit,111866.0,,Mobile App,Fuel,Completed
TXN000000647,ACCT00000519,CUST000195,2025-09-03 14:12:01,Credit,16952.97,,Branch,Entertainment,Completed
TXN000000648,ACCT00000382,CUST000284,2024-11-02 16:31:59,Credit,74516.44,,Online,Entertainment,Completed
TXN000000649,ACCT00000653,CUST000060,2024-04-11 01:51:24,Credit,110475.5,,ATM,Groceries,Completed
TXN000000650,ACCT00000207,CUST000373,2022-01-27 22:22:15,Credit,58169.53,,Branch,Entertainment,Completed
TXN000000651,ACCT00000398,CUST000206,2024-09-29 14:30:40,Debit,10521.07,,Mobile App,Dining,Completed
TXN000000652,ACCT00000329,CUST000394,2022-06-20 01:44:29,Credit,82957.93,,ATM,E-commerce,Completed
TXN000000653,ACCT00000167,CUST000346,2022-11-23 07:17:03,Debit,8678.91,,ATM,Salary,Completed
TXN000000654,ACCT00000659,CUST000302,2024-06-15 15:08:41,Debit,2855.27,,Mobile App,E-commerce,Completed
TXN000000655,ACCT00000680,CUST000144,2022-02-07 07:54:05,Debit,6392.94,,Branch,Entertainment,Completed
TXN000000656,ACCT00000490,CUST000313,2023-03-07 14:10:31,Debit,4098.26,,ATM,Dining,Completed
TXN000000657,ACCT00000202,CUST000257,2022-01-08 15:09:01,Credit,88907.06,,POS,Utilities,Completed
TXN000000658,ACCT00000216,CUST000290,2024-12-02 20:46:22,Credit,55510.86,,ATM,Dining,Completed
TXN000000659,ACCT00000118,CUST000089,2022-08-14 12:51:13,Credit,47971.68,,ATM,Salary,Failed
TXN000000660,ACCT00000156,CUST000483,2022-06-29 12:22:26,Debit,2670.76,,Online,Utilities,Completed
TXN000000661,ACCT00000472,CUST000440,2023-09-30 02:03:55,Credit,31510.16,,Online,Groceries,Completed
TXN000000662,ACCT00000118,CUST000089,2024-07-30 03:15:07,Debit,2929.13,,ATM,Utilities,Completed
TXN000000663,ACCT00000392,CUST000481,2023-09-18 13:36:21,Debit,5896.87,,Online,Salary,Completed
TXN000000664,ACCT00000043,CUST000111,2022-07-07 21:35:45,Debit,3243.97,,POS,Salary,Completed
TXN000000665,ACCT00000352,CUST000380,2024-10-24 22:37:22,Credit,5967.73,,Online,Entertainment,Completed
TXN000000666,ACCT00000638,CUST000334,2025-03-06 01:43:07,Debit,887.82,,ATM,Travel,Completed
TXN000000667,ACCT00000586,CUST000063,2022-10-26 22:51:13,Credit,56423.83,,POS,E-commerce,Completed
TXN000000668,ACCT00000214,CUST000156,2024-04-12 21:03:48,Debit,4810.3,,Online,Education,Pending
TXN000000669,ACCT00000667,CUST000022,2025-09-24 04:10:36,Credit,51099.59,,Mobile App,Utilities,Completed
TXN000000670,ACCT00000154,CUST000397,2025-04-02 09:24:32,Credit,131894.79,,Online,Utilities,Completed
TXN000000671,ACCT00000093,CUST000146,2023-03-18 21:04:51,Debit,2926.59,,Mobile App,Healthcare,Completed
TXN000000672,ACCT00000641,CUST000141,2024-03-26 06:34:22,Debit,1541.33,,Branch,Groceries,Completed
TXN000000673,ACCT00000591,CUST000004,2024-10-29 22:08:39,Credit,91735.93,,Online,Salary,Pending
TXN000000674,ACCT00000611,CUST000139,2023-03-22 09:26:02,Credit,131063.94,,Online,Groceries,Completed
TXN000000675,ACCT00000606,CUST000408,2022-10-28 19:56:25,Credit,101018.0,,Branch,Healthcare,Completed
TXN000000676,ACCT00000068,CUST000115,2025-06-13 00:18:38,Debit,5015.4,,Online,Dining,Completed
TXN000000677,ACCT00000611,CUST000139,2023-06-21 07:26:04,Debit,580.14,,Mobile App,Education,Completed
TXN000000678,ACCT00000018,CUST000050,2025-04-21 00:54:36,Debit,3751.0,,Online,Education,Completed
TXN000000679,ACCT00000122,CUST000437,2022-08-09 09:37:59,Credit,99268.92,,Online,Healthcare,Completed
TXN000000680,ACCT00000368,CUST000453,2024-05-03 22:06:50,Credit,67672.14,,Mobile App,E-commerce,Completed
TXN000000681,ACCT00000397,CUST000180,2023-04-22 19:44:41,Debit,896.66,,Online,Groceries,Pending
TXN000000682,ACCT00000266,CUST000341,2022-04-27 10:18:05,Debit,11476.06,,ATM,Salary,Completed
TXN000000683,ACCT00000494,CUST000198,2022-03-25 14:23:00,Credit,101636.97,,ATM,E-commerce,Completed
TXN000000684,ACCT00000629,CUST000231,2022-09-09 14:04:39,Credit,91863.46,,Online,Fuel,Completed
TXN000000685,ACCT00000507,CUST000340,2023-03-08 18:00:37,Debit,291.51,,Online,Dining,Completed
TXN000000686,ACCT00000635,CUST000454,2022-04-06 13:34:41,Credit,30993.83,,ATM,Healthcare,Failed
TXN000000687,ACCT00000437,CUST000342,2025-09-01 00:21:28,Debit,4697.51,,POS,Entertainment,Completed
TXN000000688,ACCT00000134,CUST000387,2022-07-16 11:37:10,Credit,106157.46,,Mobile App,Utilities,Completed
TXN000000689,ACCT00000351,CUST000081,2023-05-12 05:24:22,Credit,74776.16,,Online,Groceries,Completed
TXN000000690,ACCT00000228,CUST000211,2024-12-25 06:40:05,Credit,101749.67,,ATM,Entertainment,Completed
TXN000000691,ACCT00000061,CUST000302,2022-07-13 16:57:17,Debit,5977.69,,Mobile App,E-commerce,Completed
TXN000000692,ACCT00000416,CUST000418,2024-02-11 02:38:59,Credit,108964.08,,Branch,Healthcare,Completed
TXN000000693,ACCT00000316,CUST000062,2024-08-25 15:38:03,Debit,5089.37,,Branch,Education,Completed
TXN000000694,ACCT00000605,CUST000181,2024-11-17 18:56:31,Credit,60718.83,,Branch,Travel,Completed
TXN000000695,ACCT00000436,CUST000116,2025-08-03 08:09:26,Debit,5003.33,,Online,Travel,Completed
TXN000000696,ACCT00000492,CUST000158,2025-07-31 08:19:46,Debit,2748.87,,Online,Travel,Completed
TXN000000697,ACCT00000473,CUST000094,2023-11-06 11:35:07,Debit,5994.14,,ATM,Groceries,Completed
TXN000000698,ACCT00000569,CUST000130,2022-04-03 06:32:08,Debit,4604.86,,Mobile App,Utilities,Completed
TXN000000699,ACCT00000040,CUST000091,2022-11-18 21:42:04,Debit,8266.71,,POS,Fuel,Completed
TXN000000700,ACCT00000236,CUST000126,2022-06-05 22:19:58,Credit,118886.11,,POS,Travel,Completed
TXN000000701,ACCT00000093,CUST000146,2024-01-30 14:39:09,Debit,105.81,,POS,Fuel,Completed
TXN000000702,ACCT00000044,CUST000346,2024-04-25 15:40:58,Debit,1813.88,,Mobile App,Utilities,Completed
TXN000000703,ACCT00000687,CUST000194,2023-07-23 22:33:42,Credit,117397.46,,ATM,Salary,Completed
TXN000000704,ACCT00000607,CUST000073,2022-02-17 08:27:11,Debit,5585.03,,Branch,Groceries,Completed
TXN000000705,ACCT00000475,CUST000457,2022-05-12 03:57:52,Debit,8559.72,,Mobile App,Groceries,Pending
TXN000000706,ACCT00000419,CUST000013,2023-12-05 15:41:22,Debit,3806.25,,Online,Groceries,Completed
TXN000000707,ACCT00000474,CUST000350,2025-01-12 00:26:45,Debit,653.61,,Branch,Utilities,Completed
TXN000000708,ACCT00000049,CUST000310,2025-06-16 22:43:50,Credit,80735.54,,Branch,Fuel,Completed
TXN000000709,ACCT00000283,CUST000445,2024-02-04 08:19:28,Credit,33825.14,,Online,Healthcare,Completed
TXN000000710,ACCT00000180,CUST000133,2022-06-27 09:54:10,Debit,4263.35,,ATM,Groceries,Completed
TXN000000711,ACCT00000579,CUST000145,2023-11-07 21:33:29,Debit,646.32,,Branch,Fuel,Completed
TXN000000712,ACCT00000541,CUST000461,2024-11-16 16:45:25,Credit,136349.11,,POS,Healthcare,Completed
TXN000000713,ACCT00000440,CUST000494,2024-07-15 02:27:59,Credit,53567.94,,POS,Groceries,Completed
TXN000000714,ACCT00000210,CUST000422,2022-07-07 04:25:49,Debit,6036.79,,Branch,Entertainment,Completed
TXN000000715,ACCT00000688,CUST000239,2025-06-02 10:22:16,Debit,1720.51,,Mobile App,Healthcare,Pending
TXN000000716,ACCT00000161,CUST000047,2025-07-01 20:12:29,Credit,53068.51,,Branch,Healthcare,Completed
TXN000000717,ACCT00000404,CUST000430,2023-11-10 13:24:51,Debit,8086.99,,ATM,E-commerce,Completed
TXN000000718,ACCT00000600,CUST000382,2022-04-10 12:52:20,Debit,9742.5,,Online,Education,Completed
TXN000000719,ACCT00000020,CUST000251,2022-02-19 20:12:06,Debit,432.67,,Branch,Healthcare,Completed
TXN000000720,ACCT00000425,CUST000316,2023-10-24 02:09:32,Debit,3801.4,,Branch,E-commerce,Completed
TXN000000721,ACCT00000642,CUST000146,2024-07-04 11:13:32,Debit,4218.94,,ATM,Utilities,Completed
TXN000000722,ACCT00000052,CUST000102,2023-11-26 06:48:34,Credit,73053.91,,POS,Utilities,Completed
TXN000000723,ACCT00000259,CUST000088,2022-02-28 00:32:11,Debit,1348.0,,Branch,Dining,Completed
TXN000000724,ACCT00000242,CUST000247,2024-04-24 21:14:27,Debit,2121.17,,Mobile App,Travel,Completed
TXN000000725,ACCT00000588,CUST000026,2022-01-05 16:51:02,Credit,1152.49,,Online,Utilities,Completed
TXN000000726,ACCT00000325,CUST000295,2025-05-03 14:42:09,Debit,2147.55,,ATM,Travel,Completed
TXN000000727,ACCT00000626,CUST000289,2024-08-03 19:32:38,Debit,2082.81,,Mobile App,Travel,Completed
TXN000000728,ACCT00000663,CUST000262,2025-07-13 13:31:30,Credit,17014.19,,POS,Dining,Completed
TXN000000729,ACCT00000542,CUST000158,2024-02-05 13:49:34,Debit,3536.34,,ATM,Entertainment,Completed
TXN000000730,ACCT00000475,CUST000457,2024-07-06 00:37:07,Credit,77773.77,,ATM,Healthcare,Completed
TXN000000731,ACCT00000392,CUST000481,2024-07-25 16:59:02,Credit,53132.8,,ATM,Healthcare,Completed
TXN000000732,ACCT00000392,CUST000481,2022-06-04 16:29:27,Debit,1141.72,,Online,Education,Completed
TXN000000733,ACCT00000294,CUST000305,2022-03-18 06:44:10,Credit,23016.75,,POS,Dining,Completed
TXN000000734,ACCT00000273,CUST000032,2023-01-21 15:07:31,Debit,6648.66,,Online,E-commerce,Failed
TXN000000735,ACCT00000448,CUST000244,2022-10-12 07:18:22,Debit,6556.98,,Mobile App,Dining,Completed
TXN000000736,ACCT00000610,CUST000112,2023-03-26 02:38:54,Debit,3241.32,,Mobile App,Education,Completed
TXN000000737,ACCT00000016,CUST000250,2022-04-15 01:46:36,Credit,30098.21,,Online,Healthcare,Completed
TXN000000738,ACCT00000677,CUST000477,2022-08-05 19:25:10,Debit,2087.51,,Online,Education,Completed
TXN000000739,ACCT00000053,CUST000411,2024-03-11 21:53:21,Credit,97059.05,,Mobile App,Salary,Completed
TXN000000740,ACCT00000109,CUST000179,2022-05-19 07:00:40,Credit,88623.57,,ATM,Salary,Completed
TXN000000741,ACCT00000677,CUST000477,2024-10-30 14:20:36,Debit,7736.59,,Branch,Utilities,Completed
TXN000000742,ACCT00000559,CUST000435,2025-05-26 11:48:27,Debit,8347.95,,Online,E-commerce,Completed
TXN000000743,ACCT00000630,CUST000435,2024-06-06 21:23:35,Credit,13755.7,,Online,Utilities,Completed
TXN000000744,ACCT00000086,CUST000310,2023-11-22 10:33:03,Debit,5071.27,,Mobile App,Fuel,Pending
TXN000000745,ACCT00000641,CUST000141,2024-07-01 21:04:58,Credit,119974.13,,Mobile App,Groceries,Completed
TXN000000746,ACCT00000073,CUST000120,2024-04-29 03:24:07,Credit,61636.91,,Branch,Travel,Completed
TXN000000747,ACCT00000548,CUST000401,2022-08-03 17:59:05,Debit,2382.24,,ATM,Education,Completed
TXN000000748,ACCT00000365,CUST000049,2024-03-21 19:34:05,Debit,1628.23,,Mobile App,Education,Completed
TXN000000749,ACCT00000520,CUST000095,2023-08-04 16:14:50,Credit,69741.1,,ATM,Fuel,Completed
TXN000000750,ACCT00000177,CUST000414,2022-04-06 20:52:57,Debit,6630.24,,Branch,Fuel,Completed
TXN000000751,ACCT00000048,CUST000400,2023-10-13 13:31:57,Credit,144983.36,,Branch,Education,Completed
TXN000000752,ACCT00000683,CUST000477,2022-05-26 13:16:47,Debit,9407.27,,Online,Healthcare,Completed
TXN000000753,ACCT00000577,CUST000263,2022-05-13 05:48:11,Credit,54881.01,,Mobile App,Healthcare,Completed
TXN000000754,ACCT00000094,CUST000320,2025-04-02 18:42:36,Debit,3817.44,,Online,Fuel,Completed
TXN000000755,ACCT00000512,CUST000066,2024-11-13 13:14:04,Credit,43649.37,,Online,Dining,Completed
TXN000000756,ACCT00000687,CUST000194,2023-10-20 20:16:27,Debit,952.71,,POS,Healthcare,Completed
TXN000000757,ACCT00000593,CUST000390,2024-11-07 05:42:23,Credit,72312.87,,ATM,Travel,Completed
TXN000000758,ACCT00000045,CUST000205,2024-07-03 17:36:32,Credit,46369.6,,Online,Utilities,Completed
TXN000000759,ACCT00000265,CUST000327,2025-05-12 22:53:22,Debit,400.27,,Mobile App,Healthcare,Pending
TXN000000760,ACCT00000116,CUST000023,2023-07-05 20:49:14,Credit,84576.18,,ATM,Education,Completed
TXN000000761,ACCT00000566,CUST000077,2024-09-24 19:40:45,Debit,4998.43,,Online,Education,Pending
TXN000000762,ACCT00000291,CUST000313,2024-11-13 07:42:59,Debit,4860.01,,Branch,Healthcare,Completed
TXN000000763,ACCT00000363,CUST000426,2022-06-16 05:34:49,Credit,94289.96,,Mobile App,Healthcare,Completed
TXN000000764,ACCT00000187,CUST000456,2023-03-31 22:14:04,Debit,3688.31,,Mobile App,Healthcare,Completed
TXN000000765,ACCT00000656,CUST000071,2023-03-16 16:29:43,Credit,44468.56,,POS,Fuel,Completed
TXN000000766,ACCT00000255,CUST000440,2025-01-24 00:46:42,Credit,76517.51,,Mobile App,Healthcare,Pending
TXN000000767,ACCT00000027,CUST000474,2023-02-17 15:57:07,Credit,117919.12,,Mobile App,Travel,Completed
TXN000000768,ACCT00000156,CUST000483,2022-04-11 14:25:30,Credit,169554.9,,ATM,Salary,Completed
TXN000000769,ACCT00000575,CUST000155,2023-06-10 02:13:16,Debit,4019.09,,POS,Salary,Completed
TXN000000770,ACCT00000164,CUST000109,2023-07-07 08:39:40,Debit,6107.81,,POS,Travel,Completed
TXN000000771,ACCT00000556,CUST000156,2024-04-29 06:53:49,Debit,4193.03,,ATM,Fuel,Completed
TXN000000772,ACCT00000588,CUST000026,2025-05-11 04:52:58,Debit,5964.59,,Branch,Fuel,Completed
TXN000000773,ACCT00000410,CUST000366,2024-04-07 12:37:25,Debit,12462.58,,Mobile App,Groceries,Pending
TXN000000774,ACCT00000447,CUST000276,2022-08-02 12:51:26,Credit,44333.74,,POS,Education,Completed
TXN000000775,ACCT00000155,CUST000084,2025-03-15 13:58:13,Credit,53017.71,,Mobile App,Dining,Completed
TXN000000776,ACCT00000070,CUST000074,2023-10-23 01:57:30,Debit,6797.94,,Mobile App,Utilities,Completed
TXN000000777,ACCT00000092,CUST000116,2023-04-11 21:04:14,Debit,2626.94,,Online,Utilities,Completed
TXN000000778,ACCT00000601,CUST000349,2025-10-23 23:31:40,Debit,7098.37,,Branch,Dining,Completed
TXN000000779,ACCT00000656,CUST000071,2025-06-19 20:18:30,Debit,34.39,,Online,Healthcare,Completed
TXN000000780,ACCT00000111,CUST000449,2022-12-28 09:46:47,Debit,9718.16,,POS,Healthcare,Completed
TXN000000781,ACCT00000001,CUST000471,2023-06-15 20:34:52,Debit,1105.19,,Online,Groceries,Completed
TXN000000782,ACCT00000261,CUST000269,2023-05-14 23:51:30,Debit,1101.2,,POS,E-commerce,Completed
TXN000000783,ACCT00000023,CUST000135,2022-09-15 05:01:20,Credit,106614.88,,Branch,Travel,Completed
TXN000000784,ACCT00000508,CUST000082,2022-08-13 16:44:24,Credit,88602.05,,ATM,Dining,Completed
TXN000000785,ACCT00000100,CUST000119,2023-10-29 07:12:42,Credit,61747.66,,ATM,Entertainment,Completed
TXN000000786,ACCT00000297,CUST000289,2023-03-02 00:33:03,Debit,561.18,,Mobile App,Healthcare,Completed
TXN000000787,ACCT00000412,CUST000311,2025-08-05 20:39:12,Debit,17245.47,,POS,Education,Completed
TXN000000788,ACCT00000067,CUST000255,2025-04-14 21:09:15,Debit,8723.4,,Branch,Dining,Completed
TXN000000789,ACCT00000552,CUST000442,2024-06-09 11:44:02,Debit,4909.33,,Mobile App,Fuel,Completed
TXN000000790,ACCT00000003,CUST000173,2025-09-07 17:57:30,Credit,96890.59,,POS,Fuel,Pending
TXN000000791,ACCT00000149,CUST000240,2022-05-31 12:37:24,Credit,69981.83,,ATM,Education,Completed
TXN000000792,ACCT00000278,CUST000154,2023-10-05 15:50:03,Debit,4139.4,,Online,E-commerce,Completed
TXN000000793,ACCT00000638,CUST000334,2022-10-14 22:24:43,Credit,65808.01,,POS,Travel,Completed
TXN000000794,ACCT00000560,CUST000228,2023-10-18 20:12:05,Debit,1757.03,,Mobile App,Healthcare,Completed
TXN000000795,ACCT00000634,CUST000306,2024-05-03 16:47:16,Credit,89699.27,,Branch,Fuel,Completed
TXN000000796,ACCT00000391,CUST000458,2024-05-31 03:32:47,Credit,62458.81,,ATM,E-commerce,Completed
TXN000000797,ACCT00000349,CUST000356,2024-07-02 23:21:34,Credit,91803.78,,Branch,Groceries,Completed
