History_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Channel,Merchant_Category,Transaction_Status
HIST000000487,ACCT00000069,CUST000190,2021-05-16 11:56:03,Credit,1756.9729246284842,Branch,Healthcare,Completed
HIST000000488,ACCT00000673,CUST000168,2017-06-29 23:00:53,Credit,6358.774222333779,POS,Travel,Completed
HIST000000489,ACCT00000330,CUST000421,2016-03-24 13:43:34,Debit,18566.31943444773,Mobile App,Groceries,Completed
HIST000000490,ACCT00000031,CUST000068,2017-03-12 01:00:52,Debit,5369.685619975402,Branch,Salary,Completed
HIST000000491,ACCT00000311,CUST000168,2016-04-30 07:56:12,Credit,23489.028518201267,POS,Fuel,Completed
HIST000000492,ACCT00000375,CUST000226,2017-10-23 00:00:41,Credit,1317.7882575390759,POS,Groceries,Completed
HIST000000493,ACCT00000071,CUST000443,2019-04-09 23:46:16,Credit,217.53632046660277,POS,Dining,Completed
HIST000000494,ACCT00000355,CUST000014,2021-07-03 05:08:45,Debit,14787.130935153955,ATM,Travel,Completed
HIST000000495,ACCT00000385,CUST000078,2018-11-03 12:49:46,Debit,14475.699544042767,Mobile App,Entertainment,Completed
HIST000000496,ACCT00000434,CUST000182,2019-03-03 15:56:57,Debit,9561.560321835075,Branch,Groceries,Completed
HIST000000497,ACCT00000132,CUST000006,2019-04-14 08:19:08,Debit,18169.819656237963,ATM,Travel,Completed
HIST000000498,ACCT00000683,CUST000477,2015-08-27 08:29:39,Credit,9063.207150678336,POS,Groceries,Completed
HIST000000499,ACCT00000651,CUST000280,2019-03-19 19:16:36,Debit,16828.612183630572,Branch,Healthcare,Completed
HIST000000500,ACCT00000044,CUST000346,2020-09-21 16:36:45,Debit,27422.32625687709,ATM,Healthcare,Completed
HIST000000501,ACCT00000101,CUST000085,2016-11-19 08:42:52,Credit,11725.811774490467,ATM,Education,Completed
HIST000000502,ACCT00000602,CUST000430,2020-04-04 07:35:59,Debit,7209.432779938035,ATM,Healthcare,Completed
HIST000000503,ACCT00000275,CUST000401,2017-12-23 13:38:13,Credit,5829.022312691253,Branch,Salary,Completed
HIST000000504,ACCT00000500,CUST000124,2017-12-08 20:14:58,Credit,28727.539799417005,Online,Fuel,Completed
HIST000000505,ACCT00000683,CUST000477,2016-09-17 03:56:56,Debit,1792.195721986293,Mobile App,Healthcare,Completed
HIST000000506,ACCT00000502,CUST000127,2020-11-05 06:15:37,Credit,10380.958993749315,ATM,E-commerce,Completed
HIST000000507,ACCT00000697,CUST000191,2015-06-12 06:30:16,Credit,9251.712578226328,POS,Fuel,Completed
HIST000000508,ACCT00000521,CUST000447,2015-08-07 05:12:13,Credit,15842.24820564202,Branch,Education,Completed
HIST000000509,ACCT00000113,CUST000100,2020-11-21 17:39:44,Credit,350.10422113479126,Branch,Healthcare,Completed
HIST000000510,ACCT00000694,CUST000189,2018-07-17 17:02:30,Debit,13550.053305105928,POS,Healthcare,Completed
HIST000000511,ACCT00000574,CUST000475,2019-12-15 00:58:56,Credit,3271.948816960863,ATM,Dining,Completed
HIST000000512,ACCT00000246,CUST000212,2018-07-30 16:33:11,Debit,11925.608996953302,POS,Travel,Completed
HIST000000513,ACCT00000418,CUST000413,2020-06-09 00:11:41,Debit,10572.740508174791,Branch,Dining,Completed
HIST000000514,ACCT00000380,CUST000117,2017-09-01 06:29:08,Debit,12545.325462344976,POS,Utilities,Completed
HIST000000515,ACCT00000074,CUST000380,2016-11-11 16:03:11,Debit,17115.031614694326,Mobile App,E-commerce,Completed
HIST000000516,ACCT00000426,CUST000469,2016-08-06 17:19:29,Debit,13174.88210870268,Online,Travel,Completed
HIST000000517,ACCT00000381,CUST000152,2015-08-20 21:32:19,Debit,8288.46608779164,Branch,Healthcare,Completed
HIST000000518,ACCT00000622,CUST000484,2018-06-09 11:11:55,Debit,1808.9096711308039,Mobile App,Salary,Completed
HIST000000519,ACCT00000084,CUST000191,2016-03-27 12:10:05,Credit,3768.217118592421,Mobile App,Education,Completed
HIST000000520,ACCT00000320,CUST000035,2019-09-30 18:42:01,Credit,21363.2875423964,Mobile App,Education,Completed
HIST000000521,ACCT00000567,CUST000365,2017-08-03 00:44:52,Credit,261.1284065832815,Mobile App,Fuel,Completed
HIST000000522,ACCT00000643,CUST000064,2020-02-28 09:10:43,Credit,12339.218738596199,Online,Utilities,Completed
HIST000000523,ACCT00000586,CUST000063,2018-08-12 23:40:01,Debit,5450.760216573341,ATM,E-commerce,Completed
HIST000000524,ACCT00000166,CUST000479,2019-03-17 20:34:09,Debit,3175.773132407626,Branch,Entertainment,Completed
HIST000000525,ACCT00000399,CUST000228,2019-11-09 02:44:19,Debit,32599.629492637683,Online,E-commerce,Completed
HIST000000526,ACCT00000577,CUST000263,2021-03-23 13:04:33,Debit,12296.100948584437,POS,Travel,Completed
HIST000000527,ACCT00000137,CUST000152,2016-12-31 07:23:30,Debit,20469.582025249336,ATM,Salary,Completed
HIST000000528,ACCT00000495,CUST000423,2017-05-24 19:11:35,Credit,12876.878785879664,Mobile App,Groceries,Completed
HIST000000529,ACCT00000114,CUST000467,2019-02-24 17:17:34,Credit,754.299935581409,Online,Utilities,Completed
HIST000000530,ACCT00000621,CUST000010,2015-10-09 02:26:20,Credit,24551.822209299346,Online,Education,Completed
HIST000000531,ACCT00000699,CUST000045,2020-07-17 09:44:36,Debit,17177.32134866244,Mobile App,E-commerce,Completed
HIST000000532,ACCT00000684,CUST000372,2017-12-10 16:03:44,Debit,1261.1998875888603,POS,Groceries,Completed
HIST000000533,ACCT00000431,CUST000388,2021-09-14 14:14:57,Debit,9501.786451228914,Online,Entertainment,Completed
HIST000000534,ACCT00000013,CUST000388,2018-07-07 20:30:52,Debit,9945.001578457523,Branch,Healthcare,Completed
HIST000000535,ACCT00000482,CUST000174,2016-10-02 06:49:06,Credit,8356.769214246131,POS,Education,Completed
HIST000000536,ACCT00000383,CUST000482,2018-05-01 15:16:54,Credit,10196.767360895828,Online,Dining,Completed
HIST000000537,ACCT00000534,CUST000379,2017-08-19 05:38:32,Debit,2762.7630101413515,ATM,Travel,Completed
HIST000000538,ACCT00000009,CUST000165,2021-01-14 16:36:42,Debit,752.2473118730122,Online,Salary,Completed
HIST000000539,ACCT00000481,CUST000200,2016-09-23 10:37:46,Debit,9663.766952399727,Online,Salary,Completed
HIST000000540,ACCT00000316,CUST000062,2021-07-10 22:52:38,Debit,1776.540512743231,POS,Travel,Completed
HIST000000541,ACCT00000391,CUST000458,2016-10-05 04:26:00,Credit,8063.618116708463,Online,Entertainment,Completed
HIST000000542,ACCT00000350,CUST000108,2018-07-07 15:16:49,Debit,38616.47587561974,ATM,Fuel,Completed
HIST000000543,ACCT00000528,CUST000280,2020-11-15 07:33:06,Debit,846.0061963497346,ATM,Entertainment,Completed
HIST000000544,ACCT00000554,CUST000158,2015-01-11 06:30:14,Credit,21611.308961824176,Mobile App,E-commerce,Completed
HIST000000545,ACCT00000518,CUST000090,2020-08-31 19:12:47,Credit,5105.184276656662,Online,Utilities,Completed
HIST000000546,ACCT00000576,CUST000019,2017-11-06 07:32:28,Debit,10207.320260472763,ATM,Utilities,Completed
HIST000000547,ACCT00000097,CUST000053,2020-07-30 16:33:37,Debit,14913.747392486188,Mobile App,Utilities,Completed
HIST000000548,ACCT00000478,CUST000350,2019-02-14 01:28:05,Debit,8859.831915099032,Online,Healthcare,Completed
HIST000000549,ACCT00000435,CUST000490,2018-04-10 23:02:28,Credit,9784.55362148413,Online,Healthcare,Completed
HIST000000550,ACCT00000667,CUST000022,2021-02-15 02:13:27,Credit,559.7304099530684,POS,Salary,Completed
HIST000000551,ACCT00000520,CUST000095,2015-08-17 18:49:31,Debit,1647.7970353169417,Online,Healthcare,Completed
HIST000000552,ACCT00000335,CUST000120,2019-12-12 16:42:51,Credit,548.8267567079811,Branch,Groceries,Completed
HIST000000553,ACCT00000198,CUST000487,2016-09-16 15:29:20,Credit,4025.681790374363,Mobile App,Groceries,Completed
HIST000000554,ACCT00000178,CUST000260,2020-09-05 21:59:08,Credit,15024.001224378024,ATM,Entertainment,Completed
HIST000000555,ACCT00000503,CUST000443,2018-01-27 07:02:16,Debit,9032.904950064158,Branch,Entertainment,Completed
HIST000000556,ACCT00000683,CUST000477,2021-04-25 03:22:12,Debit,11001.3539554504,Online,Salary,Completed
HIST000000557,ACCT00000257,CUST000007,2021-04-16 23:30:47,Credit,10994.706898990433,Online,Education,Completed
HIST000000558,ACCT00000338,CUST000205,2018-07-11 23:09:22,Credit,15613.309248580854,ATM,Dining,Completed
HIST000000559,ACCT00000647,CUST000292,2017-11-29 12:00:22,Debit,8457.800498483055,Online,Groceries,Completed
HIST000000560,ACCT00000379,CUST000188,2018-06-05 11:34:03,Credit,9306.176872147025,Mobile App,Groceries,Completed
HIST000000561,ACCT00000468,CUST000232,2021-09-19 11:17:02,Debit,19265.67489431788,Online,Healthcare,Completed
HIST000000562,ACCT00000338,CUST000205,2016-04-16 12:14:59,Credit,2980.551016037345,Mobile App,Travel,Completed
HIST000000563,ACCT00000555,CUST000464,2020-02-19 10:05:55,Debit,5268.910959418086,Mobile App,E-commerce,Completed
HIST000000564,ACCT00000164,CUST000109,2021-10-19 09:47:46,Debit,9231.059190242271,Mobile App,Fuel,Completed
HIST000000565,ACCT00000174,CUST000199,2015-01-13 08:36:02,Debit,7194.974763443071,Branch,Utilities,Completed
HIST000000566,ACCT00000284,CUST000288,2019-12-30 01:26:55,Credit,17244.78689462948,POS,Education,Completed
HIST000000567,ACCT00000424,CUST000179,2017-04-13 09:55:38,Debit,10545.849152716128,Online,Healthcare,Completed
HIST000000568,ACCT00000087,CUST000170,2018-06-22 06:18:52,Credit,3689.682865993368,POS,Healthcare,Completed
HIST000000569,ACCT00000355,CUST000014,2016-03-03 17:07:36,Debit,18615.67639785268,Online,Healthcare,Completed
HIST000000570,ACCT00000112,CUST000383,2019-10-30 03:37:51,Credit,3063.007725579887,Branch,Dining,Completed
HIST000000571,ACCT00000683,CUST000477,2021-12-05 21:20:42,Debit,2560.180574989919,Online,Dining,Completed
HIST000000572,ACCT00000313,CUST000403,2019-10-12 18:13:17,Credit,18466.439999520426,Mobile App,Travel,Completed
HIST000000573,ACCT00000195,CUST000040,2020-09-15 10:09:02,Credit,21597.62776133783,Branch,Education,Completed
HIST000000574,ACCT00000492,CUST000158,2021-11-17 19:34:37,Credit,3161.82838902184,POS,Utilities,Completed
HIST000000575,ACCT00000244,CUST000404,2019-08-12 23:12:28,Credit,7181.3747910459215,Branch,E-commerce,Completed
HIST000000576,ACCT00000017,CUST000133,2021-08-10 21:07:38,Debit,8533.027732208579,Mobile App,Utilities,Completed
HIST000000577,ACCT00000377,CUST000447,2020-01-21 13:02:47,Credit,9483.840867453779,POS,Education,Completed
HIST000000578,ACCT00000528,CUST000280,2016-08-05 13:37:01,Debit,1849.0920882125342,Online,Dining,Completed
HIST000000579,ACCT00000667,CUST000022,2021-04-21 23:24:11,Credit,20376.600777483618,Mobile App,Entertainment,Completed
HIST000000580,ACCT00000393,CUST000285,2021-11-12 11:14:32,Debit,17676.441803458543,ATM,Dining,Completed
HIST000000581,ACCT00000292,CUST000081,2015-09-28 04:13:54,Debit,53.56281761300852,POS,Groceries,Completed
HIST000000582,ACCT00000426,CUST000469,2018-04-04 12:13:48,Debit,10375.168793275363,Mobile App,E-commerce,Completed
HIST000000583,ACCT00000688,CUST000239,2016-12-14 18:42:10,Credit,10486.697743392124,ATM,Fuel,Completed
HIST000000584,ACCT00000505,CUST000432,2019-07-20 21:37:52,Debit,21233.108367377157,POS,Salary,Completed
HIST000000585,ACCT00000001,CUST000471,2020-09-09 07:52:37,Debit,19378.704718415443,ATM,Entertainment,Completed
HIST000000586,ACCT00000650,CUST000042,2021-01-20 23:18:12,Debit,1573.5004963133147,Mobile App,Fuel,Completed
HIST000000587,ACCT00000103,CUST000341,2015-07-27 04:52:31,Debit,20598.454922367255,ATM,Dining,Completed
HIST000000588,ACCT00000633,CUST000453,2018-08-19 09:43:00,Credit,3568.5009253294593,POS,Healthcare,Completed
HIST000000589,ACCT00000226,CUST000425,2018-10-07 23:10:57,Debit,16170.64859350205,ATM,Entertainment,Completed
HIST000000590,ACCT00000663,CUST000262,2018-10-10 19:59:51,Debit,26726.269741051918,Branch,Travel,Completed
HIST000000591,ACCT00000516,CUST000479,2016-11-26 06:54:04,Credit,19579.329282259627,Branch,Healthcare,Completed
HIST000000592,ACCT00000495,CUST000423,2015-01-03 23:40:46,Credit,6269.244602289478,ATM,Dining,Completed
HIST000000593,ACCT00000645,CUST000223,2020-12-04 00:15:17,Debit,1018.6547387345331,Branch,Healthcare,Completed
HIST000000594,ACCT00000676,CUST000001,2017-10-09 18:34:50,Credit,13343.095555111435,Branch,Entertainment,Completed
HIST000000595,ACCT00000604,CUST000098,2018-06-21 17:32:50,Credit,8726.475654970449,POS,Groceries,Completed
HIST000000596,ACCT00000326,CUST000011,2017-03-20 18:42:51,Credit,8382.60673565103,POS,Entertainment,Completed
HIST000000597,ACCT00000616,CUST000121,2017-01-28 01:07:07,Debit,4517.615963367241,POS,Travel,Completed
HIST000000598,ACCT00000612,CUST000082,2015-01-18 12:22:09,Credit,9288.94960884006,Branch,Healthcare,Completed
HIST000000599,ACCT00000563,CUST000230,2020-07-24 07:02:35,Credit,524.7079918798618,Online,Groceries,Completed
HIST000000600,ACCT00000363,CUST000426,2019-05-27 18:24:56,Credit,4664.367026156213,Mobile App,Utilities,Completed
HIST000000601,ACCT00000060,CUST000008,2016-05-14 16:12:15,Credit,8283.374973988462,Online,Utilities,Completed
HIST000000602,ACCT00000140,CUST000276,2020-01-07 10:26:48,Debit,2206.0796249675595,POS,Healthcare,Completed
HIST000000603,ACCT00000131,CUST000163,2017-09-09 12:18:32,Credit,17831.4044767422,POS,Fuel,Completed
HIST000000604,ACCT00000050,CUST000195,2020-11-02 15:14:10,Debit,2501.5369041204085,Mobile App,E-commerce,Completed
HIST000000605,ACCT00000529,CUST000293,2015-06-10 18:40:24,Credit,4452.66919918623,ATM,Utilities,Completed
HIST000000606,ACCT00000301,CUST000219,2018-04-14 14:06:16,Debit,7715.5072069212365,Branch,Dining,Completed
HIST000000607,ACCT00000479,CUST000052,2021-07-15 20:28:16,Debit,28562.634002525792,ATM,Groceries,Completed
HIST000000608,ACCT00000073,CUST000120,2019-12-07 16:59:52,Debit,9021.926798421413,ATM,Education,Completed
HIST000000609,ACCT00000215,CUST000080,2019-06-01 15:22:00,Credit,645.7324715167151,Branch,Healthcare,Completed
HIST000000610,ACCT00000452,CUST000230,2021-06-13 21:10:50,Debit,13329.536273424448,Branch,Education,Completed
HIST000000611,ACCT00000290,CUST000393,2017-01-28 02:49:24,Credit,2367.052148335156,Mobile App,Entertainment,Completed
HIST000000612,ACCT00000588,CUST000026,2020-05-30 16:32:49,Debit,7819.1375010573865,Mobile App,Dining,Completed
HIST000000613,ACCT00000283,CUST000445,2015-11-22 02:06:53,Debit,349.02930493315944,ATM,Dining,Completed
HIST000000614,ACCT00000544,CUST000103,2017-09-14 20:34:57,Credit,14984.615658891995,POS,Utilities,Completed
HIST000000615,ACCT00000537,CUST000214,2016-11-11 12:26:32,Debit,5206.784674041206,ATM,Entertainment,Completed
HIST000000616,ACCT00000014,CUST000266,2017-12-23 21:17:06,Credit,22454.46153065309,Online,Fuel,Completed
HIST000000617,ACCT00000653,CUST000060,2017-02-25 09:55:42,Debit,22208.01204476553,Branch,Utilities,Completed
HIST000000618,ACCT00000107,CUST000427,2015-09-27 00:21:38,Debit,5639.670030455176,Online,E-commerce,Completed
HIST000000619,ACCT00000616,CUST000121,2017-07-21 18:53:29,Debit,13073.081446393062,Mobile App,Travel,Completed
HIST000000620,ACCT00000171,CUST000040,2020-08-18 05:44:07,Credit,9142.873417242085,ATM,Salary,Completed
HIST000000621,ACCT00000322,CUST000473,2019-10-21 12:21:14,Credit,21851.79538393943,Mobile App,Dining,Completed
HIST000000622,ACCT00000604,CUST000098,2015-04-23 22:33:29,Debit,7942.830174730836,Online,Entertainment,Completed
HIST000000623,ACCT00000572,CUST000173,2019-08-12 16:27:06,Credit,16395.697983398408,POS,Education,Completed
HIST000000624,ACCT00000399,CUST000228,2018-08-29 14:28:51,Debit,15581.120166190467,POS,Salary,Completed
HIST000000625,ACCT00000537,CUST000214,2019-11-29 10:01:48,Credit,13131.645223098658,ATM,Entertainment,Completed
HIST000000626,ACCT00000318,CUST000290,2015-02-21 20:52:42,Debit,4907.9112357859585,Mobile App,Dining,Completed
HIST000000627,ACCT00000482,CUST000174,2019-09-06 03:25:14,Debit,15223.148849490111,Mobile App,Education,Completed
HIST000000628,ACCT00000294,CUST000305,2017-06-20 14:37:32,Debit,15978.413577174197,ATM,Fuel,Completed
HIST000000629,ACCT00000103,CUST000341,2019-05-06 04:07:59,Debit,5789.416273696993,POS,Entertainment,Completed
HIST000000630,ACCT00000165,CUST000470,2020-11-15 13:27:07,Debit,2209.955669150976,Mobile App,Education,Completed
HIST000000631,ACCT00000009,CUST000165,2016-07-14 08:39:20,Credit,14356.354186153932,POS,Entertainment,Completed
HIST000000632,ACCT00000523,CUST000030,2016-06-02 08:47:54,Debit,4278.146007138468,POS,Utilities,Completed
HIST000000633,ACCT00000357,CUST000391,2017-08-17 18:32:35,Debit,5473.419442331709,Mobile App,E-commerce,Completed
HIST000000634,ACCT00000121,CUST000228,2016-11-22 03:58:05,Debit,6041.82677749223,ATM,Utilities,Completed
HIST000000635,ACCT00000482,CUST000174,2019-05-02 12:14:43,Credit,12725.97299574858,ATM,E-commerce,Completed
HIST000000636,ACCT00000449,CUST000369,2018-10-27 05:33:41,Credit,1123.4939147567593,POS,Education,Completed
HIST000000637,ACCT00000074,CUST000380,2020-01-17 02:59:46,Debit,18232.30455289254,Mobile App,Fuel,Completed
HIST000000638,ACCT00000622,CUST000484,2016-02-23 17:27:30,Debit,7133.95759646521,Online,Groceries,Completed
HIST000000639,ACCT00000160,CUST000158,2019-07-07 17:19:53,Credit,1357.2124710764883,Branch,Education,Completed
HIST000000640,ACCT00000277,CUST000052,2015-04-15 01:40:36,Credit,14658.271258160956,Mobile App,Dining,Completed
HIST000000641,ACCT00000191,CUST000019,2017-01-10 03:29:57,Debit,4989.719460680666,Online,Healthcare,Completed
HIST000000642,ACCT00000014,CUST000266,2018-03-20 15:02:51,Credit,6144.203291993343,POS,Fuel,Completed
HIST000000643,ACCT00000494,CUST000198,2015-12-11 03:10:43,Debit,2844.435527293816,Branch,Dining,Completed
HIST000000644,ACCT00000484,CUST000470,2020-08-19 23:23:44,Debit,14349.567507060226,POS,E-commerce,Completed
HIST000000645,ACCT00000350,CUST000108,2021-05-21 04:27:56,Credit,13926.74045103401,ATM,Entertainment,Completed
HIST000000646,ACCT00000415,CUST000123,2017-05-25 12:49:20,Credit,5202.372949775869,POS,Travel,Completed
HIST000000647,ACCT00000373,CUST000440,2015-10-22 08:40:37,Credit,14658.947909134404,Branch,Entertainment,Completed
HIST000000648,ACCT00000464,CUST000209,2018-01-12 07:02:55,Debit,1884.8393382887598,Branch,Education,Completed
HIST000000649,ACCT00000308,CUST000146,2021-11-11 12:32:15,Credit,19537.130043589168,Mobile App,Fuel,Completed
HIST000000650,ACCT00000150,CUST000316,2017-09-30 22:59:00,Debit,1065.3665158423264,POS,Dining,Completed
HIST000000651,ACCT00000588,CUST000026,2015-05-31 18:42:24,Debit,1128.2072583478084,Mobile App,E-commerce,Completed
HIST000000652,ACCT00000107,CUST000427,2021-06-25 03:11:59,Debit,15460.693090209637,ATM,E-commerce,Completed
HIST000000653,ACCT00000444,CUST000411,2019-01-19 21:14:05,Debit,17822.594701463597,Online,Fuel,Completed
HIST000000654,ACCT00000353,CUST000255,2015-08-20 16:10:13,Credit,3937.1471927745206,POS,Healthcare,Completed
HIST000000655,ACCT00000294,CUST000305,2021-04-05 18:16:07,Credit,13216.578248598706,POS,Groceries,Completed
HIST000000656,ACCT00000665,CUST000334,2018-02-18 04:09:04,Debit,7923.454490535356,POS,Fuel,Completed
HIST000000657,ACCT00000010,CUST000484,2020-03-05 14:32:05,Debit,21535.692007104964,Mobile App,Entertainment,Completed
HIST000000658,ACCT00000070,CUST000074,2019-12-16 23:37:32,Debit,30784.475527244616,Branch,Healthcare,Completed
HIST000000659,ACCT00000332,CUST000014,2020-12-22 17:45:34,Debit,11254.5894942647,Online,Education,Completed
HIST000000660,ACCT00000328,CUST000219,2019-05-01 20:38:09,Credit,20011.979456113604,ATM,Entertainment,Completed
HIST000000661,ACCT00000641,CUST000141,2017-07-18 13:36:46,Credit,1698.7631487734116,POS,Entertainment,Completed
HIST000000662,ACCT00000247,CUST000136,2016-10-03 18:52:54,Debit,12353.903860031856,Online,Travel,Completed
HIST000000663,ACCT00000639,CUST000466,2018-01-22 03:08:55,Debit,57.795965996353516,Branch,E-commerce,Completed
HIST000000664,ACCT00000463,CUST000485,2015-06-16 12:26:50,Credit,20266.38265100117,ATM,E-commerce,Completed
HIST000000665,ACCT00000346,CUST000360,2021-02-22 15:04:17,Credit,12057.887173230383,Mobile App,Salary,Completed
HIST000000666,ACCT00000413,CUST000474,2016-08-20 16:46:41,Debit,3477.7060091895582,Online,Salary,Completed
HIST000000667,ACCT00000276,CUST000245,2020-10-05 02:09:39,Debit,5387.177729255033,POS,Utilities,Completed
HIST000000668,ACCT00000387,CUST000192,2015-12-09 01:46:39,Credit,5725.998647669081,Online,Fuel,Completed
HIST000000669,ACCT00000648,CUST000033,2018-03-19 21:18:56,Credit,2808.9814590506985,Branch,Education,Completed
HIST000000670,ACCT00000428,CUST000363,2021-02-25 08:04:08,Debit,1655.1188851906209,Online,Education,Completed
HIST000000671,ACCT00000026,CUST000377,2016-10-11 16:57:03,Credit,19097.14160279646,Branch,Education,Completed
HIST000000672,ACCT00000574,CUST000475,2021-06-11 05:39:29,Credit,30392.14468197194,Online,Healthcare,Completed
HIST000000673,ACCT00000540,CUST000098,2015-10-26 04:59:31,Debit,12174.259998829024,ATM,Dining,Completed
HIST000000674,ACCT00000159,CUST000236,2016-07-09 16:15:12,Credit,18078.595434517025,ATM,Salary,Completed
HIST000000675,ACCT00000229,CUST000071,2016-03-09 09:43:08,Debit,2057.9309377833715,POS,Salary,Completed
HIST000000676,ACCT00000357,CUST000391,2017-01-17 16:23:11,Credit,13220.98838594419,ATM,Fuel,Completed
HIST000000677,ACCT00000370,CUST000464,2017-05-03 01:46:15,Credit,5554.539244051006,Branch,Travel,Completed
HIST000000678,ACCT00000066,CUST000465,2019-08-03 02:24:23,Debit,13987.233365671122,Branch,Fuel,Completed
HIST000000679,ACCT00000543,CUST000278,2017-01-12 15:51:10,Debit,22929.7027672019,Branch,Groceries,Completed
HIST000000680,ACCT00000053,CUST000411,2016-12-22 13:14:56,Credit,7416.734704583373,POS,Entertainment,Completed
HIST000000681,ACCT00000029,CUST000071,2016-09-22 18:39:50,Debit,2682.1373018050517,Mobile App,Salary,Completed
HIST000000682,ACCT00000442,CUST000435,2019-01-15 06:53:36,Debit,18740.61899887701,Branch,Travel,Completed
HIST000000683,ACCT00000628,CUST000271,2015-01-29 04:25:32,Credit,5314.2217902295815,POS,Dining,Completed
HIST000000684,ACCT00000560,CUST000228,2018-03-27 13:28:20,Credit,5855.44712659354,POS,Utilities,Completed
HIST000000685,ACCT00000437,CUST000342,2021-09-30 09:42:34,Credit,12667.481770552944,Online,Utilities,Completed
HIST000000686,ACCT00000200,CUST000277,2016-04-04 01:43:10,Credit,3501.857218349094,ATM,Fuel,Completed
HIST000000687,ACCT00000428,CUST000363,2016-06-20 07:24:41,Credit,220.6312028303164,Mobile App,E-commerce,Completed
HIST000000688,ACCT00000396,CUST000215,2017-06-26 17:56:06,Debit,12736.02706365021,Branch,Education,Completed
HIST000000689,ACCT00000396,CUST000215,2015-06-07 00:27:02,Debit,22495.513682608784,Online,Groceries,Completed
HIST000000690,ACCT00000591,CUST000004,2016-06-12 04:00:18,Credit,8301.9650895614,Mobile App,Education,Completed
HIST000000691,ACCT00000182,CUST000403,2019-06-06 15:36:56,Credit,13843.9097710362,POS,Education,Completed
HIST000000692,ACCT00000681,CUST000062,2016-10-25 05:21:33,Credit,9040.547545047335,Online,Utilities,Completed
HIST000000693,ACCT00000407,CUST000446,2016-09-20 16:51:38,Debit,1217.6086800022877,ATM,Fuel,Completed
HIST000000694,ACCT00000301,CUST000219,2018-04-18 17:59:10,Debit,1458.845560897469,ATM,Education,Completed
HIST000000695,ACCT00000162,CUST000398,2021-05-01 05:02:56,Credit,6812.956554102546,Online,Fuel,Completed
HIST000000696,ACCT00000015,CUST000178,2017-01-02 00:50:30,Debit,33790.7851901492,POS,Travel,Completed
HIST000000697,ACCT00000624,CUST000100,2015-06-02 13:16:19,Credit,23099.728984970607,POS,Travel,Completed
HIST000000698,ACCT00000585,CUST000495,2015-09-08 20:07:15,Debit,7003.24627332146,POS,Entertainment,Completed
HIST000000699,ACCT00000261,CUST000269,2020-07-18 16:29:11,Debit,50.95916180111635,ATM,Entertainment,Completed
HIST000000700,ACCT00000098,CUST000295,2015-07-09 17:11:36,Debit,12458.705983471726,POS,Healthcare,Completed
HIST000000701,ACCT00000241,CUST000367,2021-07-15 23:13:34,Credit,16663.164121287606,POS,Salary,Completed
HIST000000702,ACCT00000148,CUST000173,2019-06-17 12:18:54,Credit,6721.147244447893,Branch,E-commerce,Completed
HIST000000703,ACCT00000314,CUST000165,2015-08-13 20:20:16,Credit,4916.383423190424,ATM,Fuel,Completed
HIST000000704,ACCT00000651,CUST000280,2017-10-26 06:49:25,Credit,293.2446638717138,Mobile App,Healthcare,Completed
HIST000000705,ACCT00000156,CUST000483,2016-05-20 22:19:43,Credit,25138.159065498443,ATM,Utilities,Completed
HIST000000706,ACCT00000650,CUST000042,2015-01-06 16:39:56,Credit,4124.36681742466,Mobile App,Healthcare,Completed
HIST000000707,ACCT00000082,CUST000205,2015-04-24 01:04:11,Credit,2819.1975486091296,POS,Groceries,Completed
HIST000000708,ACCT00000676,CUST000001,2021-09-21 15:08:05,Debit,6296.577833671183,Online,Healthcare,Completed
HIST000000709,ACCT00000007,CUST000393,2017-07-09 05:50:37,Credit,17734.973805667636,Mobile App,Groceries,Completed
HIST000000710,ACCT00000653,CUST000060,2015-11-19 19:38:02,Credit,3079.535917047867,Branch,Dining,Completed
HIST000000711,ACCT00000676,CUST000001,2017-11-08 08:43:39,Debit,8905.821347895411,Mobile App,Dining,Completed
HIST000000712,ACCT00000109,CUST000179,2021-02-12 00:40:37,Credit,18195.013571932035,Online,Travel,Completed
HIST000000713,ACCT00000285,CUST000388,2015-08-14 12:48:20,Debit,21981.958413995864,POS,Healthcare,Completed
HIST000000714,ACCT00000642,CUST000146,2019-03-08 08:50:08,Credit,8501.155924276347,Branch,Education,Completed
HIST000000715,ACCT00000227,CUST000465,2016-04-03 06:29:46,Debit,1968.8930866774035,POS,E-commerce,Completed
HIST000000716,ACCT00000058,CUST000402,2016-07-06 02:15:50,Credit,4958.229817121578,Online,Entertainment,Completed
HIST000000717,ACCT00000538,CUST000187,2019-11-13 20:58:13,Debit,3259.595701658931,Branch,Travel,Completed
HIST000000718,ACCT00000261,CUST000269,2015-02-13 10:51:30,Credit,3539.7357717527657,ATM,Utilities,Completed
HIST000000719,ACCT00000658,CUST000013,2015-02-17 13:43:16,Credit,9897.152702839334,Online,Dining,Completed
HIST000000720,ACCT00000529,CUST000293,2018-03-10 15:46:21,Debit,5839.51732934931,Online,Entertainment,Completed
HIST000000721,ACCT00000678,CUST000291,2020-08-08 18:10:20,Debit,16209.697306804335,Branch,Groceries,Completed
HIST000000722,ACCT00000436,CUST000116,2018-09-09 12:35:22,Credit,10201.429300393767,ATM,Travel,Completed
