cust_id,hybrid_score_0_100,lead_score_0_100,ml_proba,cltv_profit,cltv_decile,cltv_category_q,priority_flag,recommended_action,champion_model,nbp_1,nbp_1_score,nbp_2,nbp_2_score,nbp_3,nbp_3_score,acct_cnt,sa_cnt,ca_cnt,txn_cnt_12m,txn_months_12m,txn_amt_12m,avg_txn_amt_12m,std_txn_amt_12m,med_txn_amt_12m,debit_cnt_12m,credit_cnt_12m,recency_days,chrg_amt_12m,chrg_months_12m,avg_bal_12m_savings,avg_bal_12m_current_ac,avg_bal_12m_td
C00107,38.0,20,0.653744974732399,2542,2,High,1,Call within 48h,xgb,Credit Card,0.725,Personal Loan,0.57,FD,0.449,2,1.0,0.0,80,12,203818.88,2547.736,3328.3489988070282,896.355,80.0,0.0,-1,358.59,4.0,133.33,0.0,0.0
C00149,46.0,20,0.8450000047683716,2539,2,High,1,Call within 48h,xgb,Credit Card,0.632,FD,0.455,Personal Loan,0.314,1,1.0,0.0,72,12,58883.639999999985,817.8283333333331,482.1452500770187,787.135,72.0,0.0,-1,701.3499999999999,4.0,147.18,0.0,0.0
C00047,49.0,20,0.925,2528,2,High,1,Call within 48h,xgb,Credit Card,0.614,FD,0.397,Personal Loan,0.285,1,1.0,0.0,60,12,45743.969999999994,762.3994999999999,480.9869341592858,708.135,60.0,0.0,-10,469.94,2.0,65.58,0.0,325.61
C00154,38.0,20,0.6492857247591018,2525,2,High,1,Call within 48h,xgb,Credit Card,0.798,Personal Loan,0.665,FD,0.483,2,1.0,1.0,142,12,342011.4099999999,2408.5310563380276,2067.660090657422,1693.5900000000001,142.0,0.0,-1,345.89,3.0,128.01,242.11,0.0
C00046,36.0,20,0.6060374051332473,2491,2,High,1,Call within 48h,xgb,Credit Card,0.827,Personal Loan,0.75,Overdraft,0.54,2,0.0,1.0,152,12,417056.29000000004,2743.7913815789475,1793.5741568113435,2533.2650000000003,152.0,0.0,0,370.4,6.0,0.0,404.03,0.0
C00001,36.0,19,0.6151724189519883,2483,3,High,0,Call within 48h,xgb,Credit Card,0.769,Personal Loan,0.636,Overdraft,0.45,2,0.0,1.0,114,12,289679.77999999997,2541.0507017543855,1694.1623949094037,2488.21,114.0,0.0,0,1171.5,8.0,0.0,212.55,0.0
C00488,34.0,19,0.5643056124448776,2474,3,High,0,Call within 48h,xgb,Credit Card,0.749,Personal Loan,0.497,FD,0.419,2,1.0,0.0,134,12,212886.60999999996,1588.7060447761191,1236.5339415655505,1171.99,134.0,0.0,-3,774.0799999999999,5.0,51.15,0.0,0.0
C00060,16.0,19,0.10669763758778572,2458,3,High,0,Call within 48h,xgb,Credit Card,0.613,FD,0.509,Personal Loan,0.305,1,1.0,0.0,57,12,46886.649999999994,822.5728070175437,520.734863890014,846.88,57.0,0.0,-5,309.52000000000004,3.0,292.52,0.0,0.0
C00247,19.0,19,0.1887749880552292,2446,3,High,0,Call within 48h,xgb,Credit Card,0.627,FD,0.432,Personal Loan,0.32,1,1.0,0.0,64,12,59823.35,934.73984375,527.675605078739,986.6099999999999,64.0,0.0,-13,438.89,2.0,109.38,0.0,101.7
C00398,28.0,19,0.4151724189519882,2399,3,High,0,Call within 48h,xgb,Credit Card,0.617,FD,0.44,Personal Loan,0.293,1,1.0,0.0,57,12,51805.1,908.8614035087719,585.1021665866771,916.29,57.0,0.0,-7,540.22,4.0,229.53,0.0,535.58
C00326,35.0,19,0.591582927107811,2386,3,High,0,Call within 48h,xgb,Credit Card,0.802,Personal Loan,0.601,FD,0.413,3,1.0,0.0,158,12,324630.2799999999,2054.622025316455,2195.334453492836,1391.455,158.0,0.0,-1,1164.52,10.0,145.01,0.0,482.15
C00433,12.0,19,0.02611111178994179,2379,3,High,0,Call within 48h,xgb,Credit Card,0.71,FD,0.476,Personal Loan,0.431,2,1.0,0.0,112,12,152404.62999999998,1360.7556249999998,976.251865945345,1208.34,112.0,0.0,-1,380.98,3.0,204.29,0.0,0.0
C00133,15.0,18,0.0987438440322876,2355,3,High,0,Call within 48h,xgb,Credit Card,0.599,FD,0.397,Personal Loan,0.291,1,1.0,0.0,45,12,38453.45,854.521111111111,560.4002923204343,923.98,45.0,0.0,-5,389.71000000000004,3.0,45.3,0.0,230.72
C00042,26.0,18,0.38376365303993226,2337,3,High,0,Call within 48h,xgb,Credit Card,0.633,FD,0.433,Personal Loan,0.314,1,1.0,0.0,73,12,59821.920000000006,819.4783561643836,453.1336080041028,840.69,73.0,0.0,0,479.03,3.0,89.14,0.0,0.0
C00070,12.0,18,0.02611111178994179,2335,3,High,0,Call within 48h,xgb,Credit Card,0.8,Personal Loan,0.664,Overdraft,0.445,2,0.0,1.0,137,12,353536.22999999986,2580.5564233576633,1744.714971561063,2385.08,137.0,0.0,-1,575.8499999999999,4.0,0.0,102.11,571.6
C00138,35.0,18,0.6012065261602402,2330,3,High,0,Call within 48h,xgb,Credit Card,0.834,Personal Loan,0.603,FD,0.433,3,1.0,0.0,195,12,336222.26999999984,1724.2167692307685,1244.6005499125415,1422.81,195.0,0.0,0,1268.33,9.0,89.35,0.0,0.0
C00002,31.0,18,0.5085057556629181,2319,3,High,0,Call within 48h,xgb,Credit Card,0.788,Personal Loan,0.676,Overdraft,0.456,2,0.0,1.0,125,12,330659.95000000007,2645.2796000000008,1613.2278019940181,2244.4,125.0,0.0,0,774.39,6.0,0.0,179.42,0.0
C00366,17.0,18,0.14611111655831338,2315,3,High,0,Call within 48h,xgb,Credit Card,0.748,Personal Loan,0.565,FD,0.416,2,1.0,1.0,113,12,242015.7100000001,2141.7319469026556,2015.264146672598,1416.97,113.0,0.0,-8,373.68000000000006,5.0,24.94,48.92,0.0
C00332,14.0,18,0.09111111238598824,2299,3,High,0,Call within 48h,xgb,Credit Card,0.766,Personal Loan,0.573,FD,0.545,2,1.0,1.0,131,12,264908.8300000001,2022.204809160306,1824.115272489168,1309.49,131.0,0.0,-3,460.2,4.0,258.07,339.91,0.0
C00125,19.0,18,0.21111111119389533,2283,3,High,0,Call within 48h,xgb,Credit Card,0.763,Personal Loan,0.59,FD,0.491,2,1.0,1.0,122,12,268104.72,2197.579672131147,1682.2019403922338,1742.685,122.0,0.0,-1,531.47,5.0,88.37,397.82,0.0
C00035,27.0,18,0.4151724189519882,2260,3,High,0,Call within 48h,xgb,Credit Card,0.712,FD,0.569,Personal Loan,0.452,2,1.0,0.0,108,12,163391.74000000002,1512.8864814814817,1193.579081095436,1255.885,108.0,0.0,-2,717.3499999999999,5.0,455.02,0.0,0.0
C00476,12.0,18,0.02611111178994179,2256,3,High,0,Call within 48h,xgb,Credit Card,0.756,Personal Loan,0.583,FD,0.468,2,1.0,1.0,117,12,258064.32999999987,2205.678034188033,2155.2377314644427,1352.26,117.0,0.0,-1,340.3,3.0,124.14,148.15,0.0
C00308,22.0,18,0.2796825416386127,2236,3,High,0,Call within 48h,xgb,Credit Card,0.72,Personal Loan,0.462,FD,0.435,2,1.0,0.0,114,12,174034.14999999994,1526.6153508771924,1277.4812714621694,1143.54,114.0,0.0,-4,489.32,4.0,93.15,0.0,0.0
C00310,27.0,17,0.4251442849636078,2227,3,High,0,Call within 48h,xgb,Credit Card,0.86,Personal Loan,0.762,Overdraft,0.488,3,0.0,1.0,188,12,462956.2399999998,2462.533191489361,1718.01272670777,2197.6800000000003,188.0,0.0,0,700.51,6.0,0.0,125.35,0.0
C00161,27.0,17,0.4168038696050644,2224,3,High,0,Call within 48h,xgb,Credit Card,0.809,Personal Loan,0.781,Overdraft,0.447,2,0.0,1.0,96,12,371086.39999999997,3865.483333333333,2620.1288407186416,3454.215,96.0,0.0,0,586.37,6.0,0.0,85.4,665.49
C00224,11.0,17,0.02611111178994179,2209,3,High,0,Call within 48h,xgb,Credit Card,0.816,Personal Loan,0.719,Overdraft,0.501,2,0.0,1.0,147,12,387990.64,2639.3921088435377,1884.9961475311206,2239.57,147.0,0.0,-3,427.39,4.0,0.0,281.39,0.0
C00164,25.0,17,0.38111111596226693,2208,3,High,0,Call within 48h,xgb,Credit Card,0.758,Personal Loan,0.653,Overdraft,0.481,1,0.0,1.0,74,12,250199.2399999999,3381.0708108108097,2461.6695255326863,3011.3999999999996,74.0,0.0,-10,612.43,4.0,0.0,393.41,536.04
C00012,25.0,17,0.3738016583025455,2201,3,High,0,Call within 48h,xgb,Credit Card,0.691,Personal Loan,0.443,FD,0.392,2,1.0,0.0,81,12,145985.43000000002,1802.2892592592596,2343.971019342911,864.44,81.0,0.0,-1,688.38,5.0,85.54,0.0,467.07
C00446,18.0,17,0.18500000536441802,2176,3,High,0,Call within 48h,xgb,Credit Card,0.751,Personal Loan,0.614,Overdraft,0.505,2,0.0,1.0,98,12,254851.38999999998,2600.524387755102,1783.337868838411,2075.44,98.0,0.0,-1,410.41,3.0,0.0,485.99,0.0
C00383,11.0,17,0.015000000596046448,2156,3,High,0,Call within 48h,xgb,Credit Card,0.773,Personal Loan,0.582,FD,0.489,2,1.0,1.0,137,12,277089.15,2022.5485401459855,1694.1267085765928,1410.52,137.0,0.0,-2,443.14,4.0,103.94,346.84,0.0
C00379,11.0,17,0.02611111178994179,2152,3,High,0,Call within 48h,xgb,Credit Card,0.785,Personal Loan,0.619,FD,0.451,2,1.0,1.0,139,12,305802.3400000001,2200.0168345323746,2006.4093124025578,1508.4,139.0,0.0,0,345.04999999999995,4.0,119.62,44.96,0.0
C00191,14.0,17,0.09111111238598824,2150,3,High,0,Call within 48h,xgb,Credit Card,0.739,Personal Loan,0.463,FD,0.449,2,1.0,0.0,127,12,200164.46999999994,1576.0981889763775,1228.190826010315,1202.17,127.0,0.0,-1,463.06,4.0,255.41,0.0,542.25
C00338,11.0,17,0.02611111178994179,2146,3,High,0,Call within 48h,xgb,Credit Card,0.783,Personal Loan,0.588,Overdraft,0.463,2,1.0,1.0,137,12,304002.9899999999,2218.9999270072985,2035.0152397057261,1402.85,137.0,0.0,-3,299.32000000000005,2.0,82.58,246.92,743.02
C00197,15.0,17,0.10931244194507599,2143,3,High,0,Call within 48h,xgb,Credit Card,0.915,Personal Loan,0.822,Overdraft,0.507,3,1.0,1.0,233,12,558671.9800000002,2397.73381974249,1975.91034583244,1966.68,233.0,0.0,0,443.51,2.0,117.16,65.28,186.72
C00325,11.0,17,0.015000000596046448,2137,3,High,0,Call within 48h,xgb,Credit Card,0.62,FD,0.436,Personal Loan,0.305,1,1.0,0.0,64,12,50771.83,793.30984375,502.9966501087359,695.645,64.0,0.0,-1,328.16999999999996,2.0,96.31,0.0,0.0
C00057,12.0,17,0.035685256123542786,2126,3,High,0,Call within 48h,xgb,Credit Card,0.584,FD,0.448,Personal Loan,0.275,1,1.0,0.0,41,12,26575.980000000003,648.1946341463415,385.5779133073986,614.18,41.0,0.0,-2,267.90999999999997,2.0,128.05,0.0,0.0
C00026,35.0,17,0.6151724189519883,2107,3,High,0,Call within 48h,xgb,Credit Card,0.814,Personal Loan,0.714,FD,0.422,3,1.0,0.0,146,12,382659.5299999999,2620.9556849315063,3121.8611318963867,1481.335,146.0,0.0,0,889.77,7.0,59.65,0.0,0.0
C00144,28.0,16,0.4667247623205185,2099,3,High,0,Call within 48h,xgb,Credit Card,0.818,Personal Loan,0.749,Overdraft,0.578,2,0.0,1.0,140,12,401384.15999999986,2867.0297142857135,1914.2290859351729,2572.87,140.0,0.0,0,457.86,4.0,0.0,583.48,0.0
C00199,20.0,16,0.2666984759271145,2095,3,High,0,Call within 48h,xgb,Credit Card,0.745,FD,0.678,Personal Loan,0.492,2,1.0,0.0,131,12,207276.96000000005,1582.266870229008,1215.7168279674368,1279.09,131.0,0.0,0,580.23,4.0,748.35,0.0,0.0
C00225,19.0,16,0.23017241954803466,2093,3,High,0,Call within 48h,xgb,Personal Loan,0.836,Credit Card,0.819,Overdraft,0.465,2,0.0,1.0,100,12,395976.82,3959.7682,2805.574975299543,3329.455,100.0,0.0,0,405.71999999999997,5.0,0.0,124.32,0.0
C00482,34.0,16,0.6151724189519883,2087,3,High,0,Call within 48h,xgb,Credit Card,0.833,Personal Loan,0.727,Overdraft,0.538,3,1.0,1.0,161,12,422886.8099999999,2626.6261490683223,2411.189753718085,1687.79,161.0,0.0,-4,1106.3,8.0,164.65,388.62,429.24
C00462,18.0,16,0.21111111715435982,2082,3,High,0,Call within 48h,xgb,Credit Card,0.712,Personal Loan,0.457,FD,0.416,2,1.0,0.0,107,12,165544.83999999994,1547.148037383177,1310.047439721777,1133.98,107.0,0.0,-2,400.51,4.0,42.83,0.0,0.0
C00459,20.0,16,0.2511111177504063,2080,3,High,0,Call within 48h,xgb,Credit Card,0.712,FD,0.467,Personal Loan,0.447,2,1.0,0.0,110,12,161614.72,1469.2247272727273,1127.665204376252,1174.3899999999999,110.0,0.0,-2,564.08,6.0,180.34,0.0,0.0
C00115,28.0,16,0.46517241895198824,2041,3,High,0,Call within 48h,xgb,Credit Card,0.63,FD,0.416,Personal Loan,0.297,1,1.0,0.0,68,12,59682.83999999999,877.6888235294116,499.9893516374464,845.245,68.0,0.0,-4,355.97,2.0,162.87,0.0,526.77
C00147,15.0,16,0.14358017221093178,2030,3,High,0,Call within 48h,xgb,Credit Card,0.607,FD,0.451,Personal Loan,0.276,1,1.0,0.0,58,12,38816.259999999995,669.2458620689654,465.6010860150206,603.605,58.0,0.0,-7,302.35,2.0,190.23,0.0,233.88
C00242,15.0,16,0.14611111655831338,2027,3,High,0,Call within 48h,xgb,Credit Card,0.772,Personal Loan,0.585,FD,0.366,3,1.0,0.0,119,12,294616.10000000003,2475.7655462184875,2688.6300711608387,1389.96,119.0,0.0,-1,444.15999999999997,3.0,174.21,0.0,1158.19
C00078,11.0,16,0.02611111178994179,2026,3,High,0,Call within 48h,xgb,Credit Card,0.818,Personal Loan,0.657,FD,0.458,3,1.0,1.0,166,12,359092.32,2163.2067469879516,1674.3943518054039,1541.795,166.0,0.0,-1,383.74,3.0,104.23,130.42,0.0
C00388,18.0,16,0.2075676517561078,1994,3,Medium,0,Call within 48h,xgb,Credit Card,0.687,FD,0.436,Personal Loan,0.419,2,1.0,0.0,92,12,130705.49999999999,1420.711956521739,1102.7486416126515,1090.1,92.0,0.0,-1,590.23,4.0,96.99,0.0,0.0
C00117,23.0,16,0.33441307321190833,1987,3,Medium,0,Call within 48h,xgb,Credit Card,0.692,FD,0.633,Personal Loan,0.425,2,1.0,0.0,96,12,136899.05000000005,1426.031770833334,1183.9679288499551,1053.1750000000002,96.0,0.0,-2,660.42,6.0,626.83,0.0,0.0
C00211,34.0,16,0.6068390816450119,1985,3,Medium,0,Call within 48h,xgb,Credit Card,0.808,Personal Loan,0.704,Overdraft,0.521,2,0.0,1.0,137,12,376966.57,2751.5808029197083,1851.8657371565835,2651.9,137.0,0.0,-8,937.95,7.0,0.0,380.7,378.9
C00216,10.0,16,0.015000000596046448,1984,3,Medium,0,Call within 48h,xgb,Credit Card,0.676,FD,0.427,Personal Loan,0.365,2,1.0,0.0,87,12,115397.29999999997,1326.4057471264364,1103.4472993270535,1128.08,87.0,0.0,-1,588.3299999999999,5.0,257.94,0.0,809.39
C00374,18.0,15,0.23017241954803466,1978,3,Medium,0,Call within 48h,xgb,Credit Card,0.697,Personal Loan,0.481,FD,0.454,2,1.0,0.0,82,12,156673.41,1910.6513414634146,2380.2282367525136,961.78,82.0,0.0,-5,479.9,4.0,145.9,0.0,0.0
C00134,14.0,15,0.12382294908165932,1948,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.806,Personal Loan,0.786,Overdraft,0.564,2,0.0,1.0,82,12,341731.33999999997,4167.455365853658,2824.4179147640293,3989.1099999999997,82.0,0.0,-1,318.87,2.0,0.0,608.04,627.54
C00428,10.0,15,0.015000000596046448,1935,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.695,Personal Loan,0.458,FD,0.414,2,1.0,0.0,88,12,150074.64999999997,1705.3937499999995,1261.793564424747,1326.78,88.0,0.0,-25,330.49,2.0,36.78,0.0,0.0
C00489,10.0,15,0.02611111178994179,1927,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.681,Personal Loan,0.467,FD,0.445,2,1.0,0.0,67,12,132301.02000000002,1974.642089552239,2414.0109337200215,967.95,67.0,0.0,-4,392.65,3.0,120.67,0.0,0.0
C00307,13.0,15,0.0987438440322876,1923,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.776,Personal Loan,0.622,FD,0.459,2,1.0,1.0,128,12,296823.66999999987,2318.934921874999,2050.0296060662213,1507.135,128.0,0.0,0,417.34000000000003,3.0,70.99,225.48,0.0
C00469,13.0,15,0.0987438440322876,1913,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.622,FD,0.426,Personal Loan,0.314,1,1.0,0.0,63,12,54207.82999999998,860.4417460317458,535.6627770599216,795.4,63.0,0.0,-1,355.1,3.0,69.94,0.0,0.0
C00018,16.0,15,0.17081450298428535,1903,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.725,Personal Loan,0.573,FD,0.454,2,1.0,0.0,78,12,202275.21999999997,2593.272051282051,2974.406652159607,1208.22,78.0,0.0,-5,545.8,6.0,145.51,0.0,0.0
C00222,11.0,15,0.05468254163861275,1897,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.607,FD,0.443,Personal Loan,0.294,1,1.0,0.0,52,12,43294.76999999999,832.5917307692306,474.41292068474695,828.885,52.0,0.0,-14,336.22,2.0,164.36,0.0,207.43
C00363,17.0,15,0.2,1891,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.627,FD,0.446,Personal Loan,0.295,1,1.0,0.0,66,12,58045.31,879.4743939393938,507.629726992569,863.44,66.0,0.0,-3,259.77,2.0,248.29,0.0,548.76
C00357,24.0,15,0.36533817648887634,1887,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.713,Personal Loan,0.555,FD,0.481,2,1.0,0.0,69,12,178917.81000000003,2593.011739130435,3349.5679907208387,1014.39,69.0,0.0,-3,502.85,3.0,218.29,0.0,0.0
C00067,10.0,15,0.015000000596046448,1882,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.63,FD,0.421,Personal Loan,0.323,1,1.0,0.0,67,12,60774.520000000004,907.0823880597015,546.1579702272005,831.53,67.0,0.0,-5,319.96000000000004,2.0,56.04,0.0,0.0
C00228,13.0,15,0.09318311884999275,1852,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.74,Personal Loan,0.49,FD,0.443,2,1.0,0.0,127,12,203293.61000000002,1600.7370866141734,1215.4713812358352,1312.59,127.0,0.0,0,557.47,5.0,115.91,0.0,0.0
C00054,9.0,14,0.015000000596046448,1844,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.623,FD,0.43,Personal Loan,0.311,1,1.0,0.0,64,12,53545.330000000016,836.6457812500003,542.9905293944622,753.5450000000001,64.0,0.0,0,259.36,2.0,81.29,0.0,0.0
C00277,14.0,14,0.14611111655831338,1843,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.912,Personal Loan,0.838,Overdraft,0.54,3,0.0,1.0,221,12,585847.0800000002,2650.8917647058834,1691.7138683907247,2471.82,221.0,0.0,-1,670.05,6.0,0.0,166.43,806.4
C00056,11.0,14,0.05468254163861275,1816,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.843,Personal Loan,0.79,Overdraft,0.522,3,1.0,1.0,152,12,465811.8700000001,3064.55177631579,2801.882647106954,2045.4450000000002,152.0,0.0,-1,310.46000000000004,3.0,249.92,261.65,585.93
C00198,9.0,14,0.02611111178994179,1806,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.797,Personal Loan,0.604,Overdraft,0.496,2,1.0,1.0,148,12,328868.7000000001,2222.085810810812,2051.9607188261334,1425.4099999999999,148.0,0.0,0,229.67000000000002,2.0,136.18,347.06,826.46
C00418,15.0,14,0.15541352927684784,1802,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.797,Personal Loan,0.553,Overdraft,0.501,2,1.0,1.0,152,12,320987.38999999996,2111.759144736842,1937.6437084843706,1260.5900000000001,152.0,0.0,-2,390.21000000000004,3.0,67.66,377.5,1674.69
C00416,18.0,14,0.23017241954803466,1798,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.708,Personal Loan,0.532,FD,0.456,2,1.0,0.0,73,12,173411.65000000002,2375.502054794521,3096.9959367017436,1152.78,73.0,0.0,0,539.73,3.0,150.62,0.0,0.0
C00364,9.0,14,0.015000000596046448,1788,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.751,Personal Loan,0.661,FD,0.413,1,0.0,1.0,69,12,232510.28000000003,3369.7142028985513,2141.987733227773,3518.84,69.0,0.0,-14,282.57,2.0,0.0,91.63,0.0
C00069,22.0,14,0.33111111596226694,1777,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.727,Personal Loan,0.478,FD,0.465,2,1.0,0.0,117,12,187345.72999999995,1601.2455555555553,1256.152080851818,1246.78,117.0,0.0,-3,456.72,4.0,174.97,0.0,0.0
C00478,13.0,14,0.11057987287640572,1775,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.724,Personal Loan,0.46,FD,0.409,2,1.0,0.0,119,12,176748.68000000002,1485.2830252100841,1121.680489686485,1186.07,119.0,0.0,-3,347.66999999999996,4.0,24.58,0.0,0.0
C00045,31.0,14,0.5588766664266587,1769,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.769,Personal Loan,0.694,Overdraft,0.417,2,0.0,1.0,86,12,283200.26,3293.0262790697675,2188.571390323214,2758.38,86.0,0.0,-1,784.52,6.0,0.0,83.49,0.0
C00389,11.0,14,0.05468254163861275,1756,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.79,Personal Loan,0.685,Overdraft,0.46,2,0.0,1.0,125,12,336753.4,2694.0272,1656.7033417397372,2572.84,125.0,0.0,-5,401.36,5.0,0.0,188.24,0.0
C00385,28.0,14,0.4896484941244125,1750,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.743,Personal Loan,0.499,FD,0.44,2,1.0,1.0,120,12,220823.09999999986,1840.1924999999987,1950.5202001953655,988.22,120.0,0.0,-2,694.8499999999999,5.0,155.63,214.81,582.13
C00342,24.0,14,0.38111111596226693,1750,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.71,FD,0.483,Personal Loan,0.454,2,1.0,0.0,100,12,168343.19000000003,1683.4319000000003,1204.9009666825382,1352.1399999999999,100.0,0.0,-3,781.14,5.0,314.84,0.0,393.44
C00443,15.0,14,0.17197029069066047,1732,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.687,FD,0.428,Personal Loan,0.371,2,1.0,0.0,98,12,124959.16000000003,1275.0934693877555,1040.3943594777895,930.355,98.0,0.0,-2,658.77,4.0,249.37,0.0,757.96
C00111,8.0,13,0.015000000596046448,1715,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.691,FD,0.46,Personal Loan,0.418,2,1.0,0.0,97,12,133371.22000000003,1374.9610309278353,1095.363671334857,1077.49,97.0,0.0,0,232.95000000000002,2.0,160.9,0.0,0.0
C00265,9.0,13,0.018908510729670525,1712,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.762,Personal Loan,0.609,Overdraft,0.487,1,0.0,1.0,75,12,258122.32,3441.6309333333334,1978.9131648274752,3464.3,75.0,0.0,-4,328.12,2.0,0.0,410.48,1827.4
C00440,29.0,13,0.5409231752157211,1712,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.73,Personal Loan,0.526,FD,0.475,2,1.0,0.0,101,12,209484.85000000003,2074.1074257425744,2527.4261644830117,1073.16,101.0,0.0,0,660.87,4.0,250.28,0.0,208.14
C00406,13.0,13,0.12518184185028075,1677,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.764,FD,0.689,Personal Loan,0.583,2,1.0,1.0,126,12,266967.17999999993,2118.7871428571425,1919.7767579632198,1409.475,126.0,0.0,0,326.95,4.0,479.11,767.59,0.0
C00114,9.0,13,0.02611111178994179,1677,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.682,FD,0.476,Personal Loan,0.404,2,1.0,0.0,92,12,121381.87000000005,1319.3681521739136,955.5901204381329,1071.375,92.0,0.0,0,404.19,2.0,205.81,0.0,0.0
C00084,14.0,13,0.15817129388451576,1674,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.749,Personal Loan,0.509,FD,0.459,2,1.0,0.0,127,12,226966.28999999995,1787.136141732283,1340.3068950898794,1392.67,127.0,0.0,-4,526.6,3.0,240.32,0.0,350.17
C00396,26.0,13,0.46094844341278074,1655,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.567,FD,0.258,Personal Loan,0.199,1,1.0,0.0,55,11,43167.04,784.8552727272728,479.35670524017974,716.86,55.0,0.0,-4,363.71000000000004,2.0,201.28,0.0,2356.76
C00037,8.0,13,0.015000000596046448,1653,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.813,Personal Loan,0.69,Overdraft,0.459,2,0.0,1.0,152,12,371495.6999999999,2444.050657894736,1808.8850865213356,2009.4250000000002,152.0,0.0,-2,222.71,1.0,0.0,131.56,0.0
C00257,23.0,13,0.37111111655831336,1632,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.564,FD,0.364,Personal Loan,0.292,1,1.0,0.0,49,11,43859.5,895.0918367346939,587.5354088076788,812.91,49.0,0.0,-4,670.97,4.0,36.58,0.0,383.89
C00480,23.0,13,0.3874341495335102,1629,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.688,Personal Loan,0.387,FD,0.367,2,1.0,0.0,92,12,133082.06999999998,1446.5442391304346,1189.9985218914394,1104.7350000000001,92.0,0.0,-2,911.4699999999999,7.0,103.59,0.0,846.08
C00176,25.0,13,0.4323152780532837,1622,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.841,Personal Loan,0.778,Overdraft,0.539,2,0.0,1.0,161,12,448333.9000000002,2784.6826086956535,1986.2518379964818,2350.1,161.0,0.0,0,539.73,3.0,0.0,355.19,0.0
C00266,24.0,12,0.4323152780532837,1583,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.719,Personal Loan,0.417,FD,0.404,2,1.0,0.0,119,12,163467.38,1373.675462184874,1150.821748459937,1089.05,119.0,0.0,-8,717.4300000000001,5.0,137.12,0.0,556.95
C00190,22.0,12,0.37111111655831336,1568,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.714,Personal Loan,0.431,FD,0.378,2,1.0,0.0,109,12,168333.65,1544.3454128440367,1249.80100855543,1239.0,109.0,0.0,-2,621.76,5.0,91.94,0.0,661.88
C00268,8.0,12,0.015000000596046448,1543,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.606,FD,0.434,Personal Loan,0.284,1,1.0,0.0,50,12,43400.99000000001,868.0198000000003,481.8777443755303,797.63,50.0,0.0,0,235.26999999999998,2.0,208.36,0.0,505.61
C00303,8.0,12,0.02611111178994179,1534,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.62,FD,0.479,Personal Loan,0.31,1,1.0,0.0,62,12,51898.76999999999,837.0769354838708,475.123146147616,822.04,62.0,0.0,-3,244.93,1.0,211.7,0.0,0.0
C00151,8.0,12,0.015000000596046448,1522,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.732,FD,0.44,Personal Loan,0.43,2,1.0,0.0,130,12,174300.46000000002,1340.7727692307694,1113.1897278646077,1093.76,130.0,0.0,-1,341.99,2.0,197.63,0.0,388.89
C00013,10.0,12,0.06211010366678238,1514,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.792,Personal Loan,0.469,FD,0.36,3,1.0,0.0,168,12,265179.06,1578.4467857142856,1201.1594520516744,1225.1100000000001,168.0,0.0,0,454.0,6.0,254.0,0.0,1585.44
